halo, total_mass, baryon_mass, particle_mass, star_mass 
[8305, 11791239.5138 Msun, 25670.1521773 Msun, 11765569.3616 Msun, 0]
[8306, 28430846.7786 Msun, 25400.7484981 Msun, 28405446.0301 Msun, 0]
[8307, 10932964.7679 Msun, 7793.21785031 Msun, 10925171.5501 Msun, 0]
[8308, 11280161.1058 Msun, 18830.4311284 Msun, 11261330.6747 Msun, 0]
[8309, 9764979.50156 Msun, 16364.8876689 Msun, 9748614.61389 Msun, 0]
[8310, 17999842.0058 Msun, 1023806.21261 Msun, 16976035.7932 Msun, 0]
[8311, 9753140.30067 Msun, 4525.68677664 Msun, 9748614.61389 Msun, 0]
[8312, 19618266.9761 Msun, 48655.8607497 Msun, 19569611.1153 Msun, 143925293192847230699930755958906552320L]
[8313, 9761080.06312 Msun, 12465.4492322 Msun, 9748614.61389 Msun, 0]
[8314, 9926839.25205 Msun, 10145.0758454 Msun, 9916694.1762 Msun, 0]
[8315, 12679798.6581 Msun, 241911.047228 Msun, 12437887.6108 Msun, 0]
[8316, 12816808.3445 Msun, 42761.609007 Msun, 12774046.7354 Msun, 0]
[8317, 12541317.9317 Msun, 271509.883192 Msun, 12269808.0485 Msun, 0]
[8318, 11535386.1119 Msun, 105975.874889 Msun, 11429410.237 Msun, 0]
[8319, 9919242.45108 Msun, 2548.27488107 Msun, 9916694.1762 Msun, 0]
[8320, 11511289.7258 Msun, 81879.4887977 Msun, 11429410.237 Msun, 0]
[8321, 19335126.4749 Msun, 5976.8094495 Msun, 19329149.6655 Msun, 0]
[8322, 34608461.5572 Msun, 992563.874762 Msun, 33615897.6825 Msun, 0]
[8323, 43878307.3674 Msun, 9548.99451515 Msun, 43868758.3729 Msun, 0]
[8324, 1945872718.61 Msun, 1881498268.41 Msun, 64374450.1953 Msun, 0]
[8325, 90535249.5974 Msun, 2797878.91661 Msun, 87737370.6808 Msun, 0]
[8326, 17180665.7434 Msun, 204629.950266 Msun, 16976035.7932 Msun, 0]
[8327, 9449961.93793 Msun, 37506.4486534 Msun, 9412455.48927 Msun, 0]
[8328, 9751190.13705 Msun, 2575.52315514 Msun, 9748614.61389 Msun, 0]
[8329, 18101895.7572 Msun, 117382.590215 Msun, 17984513.167 Msun, 0]
[8330, 10087535.3855 Msun, 2761.64696909 Msun, 10084773.7385 Msun, 0]
[8331, 16248330.3158 Msun, 112692.334164 Msun, 16135637.9816 Msun, 0]
[8332, 12451031.4417 Msun, 13143.8308648 Msun, 12437887.6108 Msun, 0]
[8333, 9593249.37814 Msun, 12714.3265559 Msun, 9580535.05158 Msun, 0]
[8334, 12458481.7928 Msun, 20594.1820073 Msun, 12437887.6108 Msun, 0]
[8335, 25156612.8933 Msun, 953155.920875 Msun, 24203456.9724 Msun, 0]
[8336, 9419144.60657 Msun, 6689.11729371 Msun, 9412455.48927 Msun, 0]
[8337, 11493260.3436 Msun, 231929.668894 Msun, 11261330.6747 Msun, 0]
[8338, 11359220.6684 Msun, 265969.556072 Msun, 11093251.1124 Msun, 0]
[8339, 39233129.1154 Msun, 3768341.46831 Msun, 35464787.6471 Msun, 0]
[8340, 9634816.03539 Msun, 54280.9838069 Msun, 9580535.05158 Msun, 0]
[8341, 11814104.8575 Msun, 48535.4958819 Msun, 11765569.3616 Msun, 0]
[8342, 12821559.4926 Msun, 47512.7571259 Msun, 12774046.7354 Msun, 0]
[8343, 11973849.8466 Msun, 40200.9226578 Msun, 11933648.9239 Msun, 0]
[8344, 12304560.6256 Msun, 34752.5770861 Msun, 12269808.0485 Msun, 0]
[8345, 9611891.91609 Msun, 31356.8645112 Msun, 9580535.05158 Msun, 0]
[8346, 11294072.7838 Msun, 32742.1091261 Msun, 11261330.6747 Msun, 0]
[8347, 12318571.0327 Msun, 216842.546489 Msun, 12101728.4862 Msun, 0]
[8348, 16081675.0334 Msun, 114116.614137 Msun, 15967558.4193 Msun, 0]
[8349, 12574510.4117 Msun, 304702.363135 Msun, 12269808.0485 Msun, 0]
[8350, 59988365.7465 Msun, 320121.127 Msun, 59668244.6195 Msun, 0]
[8351, 16691125.5336 Msun, 219328.427353 Msun, 16471797.1062 Msun, 0]
[8352, 11974478.8904 Msun, 40829.9664602 Msun, 11933648.9239 Msun, 0]
[8353, 12164719.8074 Msun, 62991.3211677 Msun, 12101728.4862 Msun, 0]
[8354, 25317646.1026 Msun, 105711.756303 Msun, 25211934.3463 Msun, 0]
[8355, 9790634.13774 Msun, 42019.5238515 Msun, 9748614.61389 Msun, 0]
[8356, 15650360.43 Msun, 18961.1353306 Msun, 15631399.2947 Msun, 0]
[8357, 10829920.6234 Msun, 72828.6356317 Msun, 10757091.9877 Msun, 0]
[8358, 11850129.7304 Msun, 84560.3687901 Msun, 11765569.3616 Msun, 0]
[8359, 9881697.89915 Msun, 133083.285255 Msun, 9748614.61389 Msun, 0]
[8360, 11160420.7452 Msun, 67169.6328085 Msun, 11093251.1124 Msun, 0]
[8361, 12004894.9968 Msun, 71246.0728584 Msun, 11933648.9239 Msun, 0]
[8362, 9414620.20515 Msun, 2164.71587833 Msun, 9412455.48927 Msun, 0]
[8363, 9738492.88564 Msun, 157957.834057 Msun, 9580535.05158 Msun, 0]
[8364, 9921386.75788 Msun, 4692.58168081 Msun, 9916694.1762 Msun, 0]
[8365, 9429899.69222 Msun, 17444.2029413 Msun, 9412455.48927 Msun, 0]
[8366, 97508787.0432 Msun, 6577743.83433 Msun, 90931043.2089 Msun, 0]
[8367, 11800887.39 Msun, 35318.0284323 Msun, 11765569.3616 Msun, 0]
[8368, 11302643.9926 Msun, 41313.3178989 Msun, 11261330.6747 Msun, 0]
[8369, 11803198.9526 Msun, 37629.5910552 Msun, 11765569.3616 Msun, 0]
[8370, 14565704.6671 Msun, 278941.870864 Msun, 14286762.7962 Msun, 0]
[8371, 12696557.871 Msun, 90590.6978194 Msun, 12605967.1731 Msun, 0]
[8372, 9245693.1134 Msun, 1317.18643527 Msun, 9244375.92697 Msun, 0]
[8373, 12669562.9217 Msun, 63595.7485814 Msun, 12605967.1731 Msun, 0]
[8374, 12645670.2258 Msun, 39703.0527116 Msun, 12605967.1731 Msun, 0]
[8375, 9295218.81356 Msun, 50842.8865979 Msun, 9244375.92697 Msun, 0]
[8376, 9487455.44994 Msun, 74999.9606684 Msun, 9412455.48927 Msun, 0]
[8377, 12107103.9988 Msun, 5375.51256701 Msun, 12101728.4862 Msun, 0]
[8378, 9248072.04441 Msun, 3696.11744012 Msun, 9244375.92697 Msun, 0]
[8379, 11117774.3136 Msun, 24523.2012562 Msun, 11093251.1124 Msun, 0]
[8380, 17201529.6038 Msun, 225493.810638 Msun, 16976035.7932 Msun, 0]
[8381, 12300585.8115 Msun, 198857.325328 Msun, 12101728.4862 Msun, 0]
[8382, 35948104.2199 Msun, 2836430.44511 Msun, 33111673.7748 Msun, 0]
[8383, 9290656.67997 Msun, 46280.7529998 Msun, 9244375.92697 Msun, 0]
[8384, 11265503.9817 Msun, 4173.30704428 Msun, 11261330.6747 Msun, 0]
[8385, 9358038.26864 Msun, 113662.341669 Msun, 9244375.92697 Msun, 0]
[8386, 11861693.1149 Msun, 96123.7532653 Msun, 11765569.3616 Msun, 0]
[8387, 11462872.7449 Msun, 33462.5078745 Msun, 11429410.237 Msun, 0]
[8388, 9274486.65811 Msun, 30110.7311484 Msun, 9244375.92697 Msun, 0]
[8389, 9420771.75847 Msun, 8316.26919233 Msun, 9412455.48927 Msun, 0]
[8390, 12463645.0419 Msun, 25757.431042 Msun, 12437887.6108 Msun, 0]
[8391, 23324017.308 Msun, 129037.709449 Msun, 23194979.5986 Msun, 0]
[8392, 10592836.0837 Msun, 3823.65827955 Msun, 10589012.4254 Msun, 0]
[8393, 11433664.0732 Msun, 4253.83624353 Msun, 11429410.237 Msun, 0]
[8394, 12460040.9625 Msun, 22153.3517094 Msun, 12437887.6108 Msun, 0]
[8395, 16075694.728 Msun, 276215.870987 Msun, 15799478.857 Msun, 0]
[8396, 9796808.84141 Msun, 216273.789828 Msun, 9580535.05158 Msun, 0]
[8397, 9253449.18521 Msun, 9073.25824208 Msun, 9244375.92697 Msun, 0]
[8398, 9274766.24852 Msun, 30390.3215568 Msun, 9244375.92697 Msun, 0]
[8399, 9470467.52825 Msun, 58012.038974 Msun, 9412455.48927 Msun, 0]
[8400, 10930783.9567 Msun, 5612.40668918 Msun, 10925171.5501 Msun, 0]
[8401, 9612343.09977 Msun, 31808.048189 Msun, 9580535.05158 Msun, 0]
[8402, 12067332.9442 Msun, 133684.020331 Msun, 11933648.9239 Msun, 0]
[8403, 9264905.22078 Msun, 20529.2938153 Msun, 9244375.92697 Msun, 0]
[8404, 11169736.3092 Msun, 244564.759105 Msun, 10925171.5501 Msun, 0]
[8405, 12303726.7091 Msun, 33918.6606052 Msun, 12269808.0485 Msun, 0]
[8406, 11619759.4847 Msun, 190349.247763 Msun, 11429410.237 Msun, 0]
[8407, 9247928.38831 Msun, 3552.46134635 Msun, 9244375.92697 Msun, 0]
[8408, 9255940.23578 Msun, 11564.3088119 Msun, 9244375.92697 Msun, 0]
[8409, 9273775.75972 Msun, 29399.832753 Msun, 9244375.92697 Msun, 0]
[8410, 9640067.10997 Msun, 59532.0583886 Msun, 9580535.05158 Msun, 0]
[8411, 71288857.174 Msun, 2544353.1379 Msun, 68744504.0361 Msun, 0]
[8412, 9753099.25932 Msun, 4484.64543044 Msun, 9748614.61389 Msun, 0]
[8413, 9272642.98325 Msun, 28267.056285 Msun, 9244375.92697 Msun, 0]
[8414, 9424341.2305 Msun, 11885.7412229 Msun, 9412455.48927 Msun, 0]
[8415, 9256814.25477 Msun, 12438.3278035 Msun, 9244375.92697 Msun, 0]
[8416, 9765160.06643 Msun, 16545.4525374 Msun, 9748614.61389 Msun, 0]
[8417, 10989687.9374 Msun, 64516.3873659 Msun, 10925171.5501 Msun, 0]
[8418, 9585290.27911 Msun, 4755.22753098 Msun, 9580535.05158 Msun, 0]
[8419, 10942147.388 Msun, 185055.400279 Msun, 10757091.9877 Msun, 0]
[8420, 12106403.1233 Msun, 4674.63708471 Msun, 12101728.4862 Msun, 0]
[8421, 11487533.3619 Msun, 58123.1248806 Msun, 11429410.237 Msun, 0]
[8422, 9089037.89304 Msun, 12741.5283859 Msun, 9076296.36466 Msun, 0]
[8423, 16320968.9141 Msun, 185330.932519 Msun, 16135637.9816 Msun, 0]
[8424, 9181675.48554 Msun, 105379.120884 Msun, 9076296.36466 Msun, 0]
[8425, 8970003.31954 Msun, 61786.517192 Msun, 8908216.80235 Msun, 0]
[8426, 9416827.70556 Msun, 172451.778589 Msun, 9244375.92697 Msun, 0]
[8427, 12542059.9088 Msun, 104172.297952 Msun, 12437887.6108 Msun, 0]
[8428, 10079328.7297 Msun, 162634.553462 Msun, 9916694.1762 Msun, 0]
[8429, 9112954.58004 Msun, 36658.215385 Msun, 9076296.36466 Msun, 0]
[8430, 11784473.7284 Msun, 18904.3667922 Msun, 11765569.3616 Msun, 0]
[8431, 11670636.0045 Msun, 409305.329877 Msun, 11261330.6747 Msun, 0]
[8432, 11867061.848 Msun, 101492.486445 Msun, 11765569.3616 Msun, 0]
[8433, 33487337.2801 Msun, 39504.3807173 Msun, 33447832.8994 Msun, 0]
[8434, 49840997.819 Msun, 350661.446173 Msun, 49490336.3728 Msun, 149036627825360714109756326277491458048L]
[8435, 34505028.0065 Msun, 216804.685167 Msun, 34288223.3213 Msun, 0]
[8436, 9116045.7199 Msun, 39749.355238 Msun, 9076296.36466 Msun, 0]
[8437, 9803206.24552 Msun, 54591.6316266 Msun, 9748614.61389 Msun, 0]
[8438, 8913187.44177 Msun, 4970.63941655 Msun, 8908216.80235 Msun, 0]
[8439, 9096234.48568 Msun, 19938.1210212 Msun, 9076296.36466 Msun, 0]
[8440, 11265773.0409 Msun, 4442.36625816 Msun, 11261330.6747 Msun, 0]
[8441, 10118815.7718 Msun, 34042.0333205 Msun, 10084773.7385 Msun, 0]
[8442, 26312720.7273 Msun, 932706.818745 Msun, 25380013.9086 Msun, 0]
[8443, 9417700.81844 Msun, 5245.32916289 Msun, 9412455.48927 Msun, 0]
[8444, 9265148.14925 Msun, 20772.2222882 Msun, 9244375.92697 Msun, 0]
[8445, 9255640.35795 Msun, 11264.4309792 Msun, 9244375.92697 Msun, 0]
[8446, 12340647.2451 Msun, 406998.321181 Msun, 11933648.9239 Msun, 0]
[8447, 9257074.00778 Msun, 12698.0808142 Msun, 9244375.92697 Msun, 0]
[8448, 17442119.1402 Msun, 466083.34709 Msun, 16976035.7932 Msun, 0]
[8449, 29952568.8208 Msun, 538645.416859 Msun, 29413923.404 Msun, 0]
[8450, 21368350.4096 Msun, 1366882.49492 Msun, 20001467.9147 Msun, 0]
[8451, 12842097.0946 Msun, 68050.3591694 Msun, 12774046.7354 Msun, 0]
[8452, 12819745.9746 Msun, 718017.488384 Msun, 12101728.4862 Msun, 0]
[8453, 11669719.6136 Msun, 72229.8142827 Msun, 11597489.7993 Msun, 0]
[8454, 9092368.24682 Msun, 16071.8821616 Msun, 9076296.36466 Msun, 0]
[8455, 12199680.3239 Msun, 97951.8376613 Msun, 12101728.4862 Msun, 0]
[8456, 11601505.085 Msun, 172094.848022 Msun, 11429410.237 Msun, 0]
[8457, 12910495.8274 Msun, 136449.091944 Msun, 12774046.7354 Msun, 0]
[8458, 11770873.6949 Msun, 5304.3332752 Msun, 11765569.3616 Msun, 0]
[8459, 10442193.8197 Msun, 21260.9565268 Msun, 10420932.8631 Msun, 0]
[8460, 9608717.66864 Msun, 28182.6170606 Msun, 9580535.05158 Msun, 0]
[8461, 9583487.07878 Msun, 2952.02719414 Msun, 9580535.05158 Msun, 0]
[8462, 9585608.00009 Msun, 5072.94850254 Msun, 9580535.05158 Msun, 0]
[8463, 12105849.9238 Msun, 4121.43762315 Msun, 12101728.4862 Msun, 0]
[8464, 38578551.1348 Msun, 424490.490733 Msun, 38154060.644 Msun, 0]
[8465, 17527209.8646 Msun, 215014.946847 Msun, 17312194.9178 Msun, 0]
[8466, 9620923.65144 Msun, 40388.5998539 Msun, 9580535.05158 Msun, 0]
[8467, 9245287.96018 Msun, 912.033213753 Msun, 9244375.92697 Msun, 0]
[8468, 12959744.6832 Msun, 17618.3853975 Msun, 12942126.2978 Msun, 0]
[8469, 11617378.2011 Msun, 19888.4017675 Msun, 11597489.7993 Msun, 0]
[8470, 11773953.4843 Msun, 8384.12273171 Msun, 11765569.3616 Msun, 0]
[8471, 9097082.40984 Msun, 20786.0451808 Msun, 9076296.36466 Msun, 0]
[8472, 11776923.7837 Msun, 11354.4220998 Msun, 11765569.3616 Msun, 0]
[8473, 10938987.9995 Msun, 13816.4494014 Msun, 10925171.5501 Msun, 0]
[8474, 9092009.52609 Msun, 183792.723736 Msun, 8908216.80235 Msun, 0]
[8475, 9084185.86386 Msun, 175969.061511 Msun, 8908216.80235 Msun, 0]
[8476, 9082264.53969 Msun, 5968.17502778 Msun, 9076296.36466 Msun, 0]
[8477, 9419437.48655 Msun, 6981.99727185 Msun, 9412455.48927 Msun, 0]
[8478, 9081746.8073 Msun, 5450.44264391 Msun, 9076296.36466 Msun, 0]
[8479, 9291679.4782 Msun, 47303.5512385 Msun, 9244375.92697 Msun, 0]
[8480, 10782933.412 Msun, 25841.4242978 Msun, 10757091.9877 Msun, 0]
[8481, 9144165.6596 Msun, 67869.2949446 Msun, 9076296.36466 Msun, 0]
[8482, 12250351.6234 Msun, 148623.137237 Msun, 12101728.4862 Msun, 0]
[8483, 12944877.2591 Msun, 2750.96137082 Msun, 12942126.2978 Msun, 0]
[8484, 9337750.76086 Msun, 93374.833897 Msun, 9244375.92697 Msun, 0]
[8485, 11456538.9632 Msun, 27128.7262472 Msun, 11429410.237 Msun, 0]
[8486, 9089715.17624 Msun, 13418.8115869 Msun, 9076296.36466 Msun, 0]
[8487, 11601925.319 Msun, 4435.51966634 Msun, 11597489.7993 Msun, 0]
[8488, 11514228.0614 Msun, 84817.8244483 Msun, 11429410.237 Msun, 0]
[8489, 11099561.9925 Msun, 6310.88009156 Msun, 11093251.1124 Msun, 0]
[8490, 9383923.17302 Msun, 139547.246055 Msun, 9244375.92697 Msun, 0]
[8491, 9250270.29066 Msun, 5894.36368956 Msun, 9244375.92697 Msun, 0]
[8492, 11631853.3206 Msun, 202443.083604 Msun, 11429410.237 Msun, 0]
[8493, 11475440.2093 Msun, 46029.9723277 Msun, 11429410.237 Msun, 0]
[8494, 11146570.7595 Msun, 53319.6471446 Msun, 11093251.1124 Msun, 0]
[8495, 8593138.87014 Msun, 21081.1924075 Msun, 8572057.67773 Msun, 0]
[8496, 11610089.5312 Msun, 12599.7318847 Msun, 11597489.7993 Msun, 0]
[8497, 9099967.14708 Msun, 23670.7824171 Msun, 9076296.36466 Msun, 0]
[8498, 10619848.8709 Msun, 30836.4454902 Msun, 10589012.4254 Msun, 0]
[8499, 8751058.84942 Msun, 10921.6093818 Msun, 8740137.24004 Msun, 0]
[8500, 11135577.5815 Msun, 42326.4691692 Msun, 11093251.1124 Msun, 0]
[8501, 8831648.59848 Msun, 91511.3584436 Msun, 8740137.24004 Msun, 0]
[8502, 10425886.827 Msun, 4953.96392407 Msun, 10420932.8631 Msun, 0]
[8503, 9108384.56834 Msun, 32088.2036774 Msun, 9076296.36466 Msun, 0]
[8504, 12017247.4116 Msun, 83598.4876919 Msun, 11933648.9239 Msun, 0]
[8505, 8743289.91035 Msun, 3152.67031033 Msun, 8740137.24004 Msun, 0]
[8506, 13162852.3563 Msun, 52646.4962333 Msun, 13110205.8601 Msun, 0]
[8507, 8937452.45607 Msun, 29235.6537203 Msun, 8908216.80235 Msun, 0]
[8508, 11890648.8597 Msun, 293159.06041 Msun, 11597489.7993 Msun, 0]
[8509, 8968909.03796 Msun, 60692.2356091 Msun, 8908216.80235 Msun, 0]
[8510, 9008850.10127 Msun, 100633.298916 Msun, 8908216.80235 Msun, 0]
[8511, 8743570.55861 Msun, 3433.31856983 Msun, 8740137.24004 Msun, 0]
[8512, 9469903.8624 Msun, 57448.3731221 Msun, 9412455.48927 Msun, 0]
[8513, 9084402.92603 Msun, 8106.56137309 Msun, 9076296.36466 Msun, 0]
[8514, 8747441.63841 Msun, 7304.39837388 Msun, 8740137.24004 Msun, 0]
[8515, 11053849.296 Msun, 128677.745904 Msun, 10925171.5501 Msun, 0]
[8516, 9053409.63228 Msun, 145192.829932 Msun, 8908216.80235 Msun, 0]
[8517, 10759169.4942 Msun, 2077.50647762 Msun, 10757091.9877 Msun, 0]
[8518, 64767128.7632 Msun, 28285.6719052 Msun, 64738843.0913 Msun, 56111091503004341111293663113646178304L]
[8519, 18492089.1219 Msun, 171446.388774 Msun, 18320642.7331 Msun, 0]
[8520, 12039515.5258 Msun, 442025.726487 Msun, 11597489.7993 Msun, 0]
[8521, 10605797.8905 Msun, 16785.4650866 Msun, 10589012.4254 Msun, 0]
[8522, 11153930.2397 Msun, 60679.1273608 Msun, 11093251.1124 Msun, 0]
[8523, 11301391.0345 Msun, 40060.3598242 Msun, 11261330.6747 Msun, 0]
[8524, 8675300.38746 Msun, 103242.709729 Msun, 8572057.67773 Msun, 0]
[8525, 11607436.4111 Msun, 9946.6118279 Msun, 11597489.7993 Msun, 0]
[8526, 9159053.20505 Msun, 82756.8403936 Msun, 9076296.36466 Msun, 0]
[8527, 8926549.62912 Msun, 18332.8267696 Msun, 8908216.80235 Msun, 0]
[8528, 28713118.7317 Msun, 979990.950804 Msun, 27733127.7809 Msun, 0]
[8529, 10770905.3369 Msun, 13813.3491784 Msun, 10757091.9877 Msun, 0]
[8530, 10941173.4905 Msun, 16001.9404623 Msun, 10925171.5501 Msun, 0]
[8531, 9123445.18461 Msun, 47148.8199542 Msun, 9076296.36466 Msun, 0]
[8532, 8605391.69469 Msun, 33334.0169589 Msun, 8572057.67773 Msun, 0]
[8533, 8590958.01683 Msun, 18900.3390981 Msun, 8572057.67773 Msun, 0]
[8534, 8746064.20631 Msun, 5926.96627081 Msun, 8740137.24004 Msun, 0]
[8535, 9111275.27832 Msun, 34978.9136627 Msun, 9076296.36466 Msun, 0]
[8536, 8743813.19552 Msun, 3675.95548279 Msun, 8740137.24004 Msun, 0]
[8537, 8579707.82995 Msun, 7650.15221911 Msun, 8572057.67773 Msun, 0]
[8538, 16205778.5118 Msun, 70140.5302068 Msun, 16135637.9816 Msun, 0]
[8539, 11311800.8104 Msun, 50470.1357158 Msun, 11261330.6747 Msun, 0]
[8540, 8740681.54397 Msun, 544.30393133 Msun, 8740137.24004 Msun, 0]
[8541, 11507108.9614 Msun, 77698.724458 Msun, 11429410.237 Msun, 0]
[8542, 10779930.8944 Msun, 22838.9066859 Msun, 10757091.9877 Msun, 0]
[8543, 8630513.10546 Msun, 58455.4277245 Msun, 8572057.67773 Msun, 0]
[8544, 10658826.4052 Msun, 237893.542042 Msun, 10420932.8631 Msun, 0]
[8545, 10617211.1127 Msun, 28198.6873134 Msun, 10589012.4254 Msun, 0]
[8546, 27605476.6091 Msun, 544667.077399 Msun, 27060809.5317 Msun, 0]
[8547, 9350774.22311 Msun, 274477.858447 Msun, 9076296.36466 Msun, 0]
[8548, 9078211.43554 Msun, 1915.07088319 Msun, 9076296.36466 Msun, 0]
[8549, 11399183.0914 Msun, 642091.103668 Msun, 10757091.9877 Msun, 0]
[8550, 9323387.37284 Msun, 79011.4458747 Msun, 9244375.92697 Msun, 0]
[8551, 8931044.66 Msun, 22827.8576507 Msun, 8908216.80235 Msun, 0]
[8552, 9080957.58756 Msun, 4661.22289947 Msun, 9076296.36466 Msun, 0]
[8553, 8413722.60388 Msun, 9744.48845369 Msun, 8403978.11542 Msun, 0]
[8554, 8589028.07845 Msun, 16970.4007174 Msun, 8572057.67773 Msun, 0]
[8555, 10264636.9619 Msun, 347942.785736 Msun, 9916694.1762 Msun, 0]
[8556, 8992627.40136 Msun, 84410.5990065 Msun, 8908216.80235 Msun, 0]
[8557, 8574332.09922 Msun, 2274.42149049 Msun, 8572057.67773 Msun, 0]
[8558, 8970861.00187 Msun, 62644.1995183 Msun, 8908216.80235 Msun, 0]
[8559, 8589313.37451 Msun, 17255.6967773 Msun, 8572057.67773 Msun, 0]
[8560, 10742825.9102 Msun, 153813.484755 Msun, 10589012.4254 Msun, 0]
[8561, 12245349.8498 Msun, 143621.363623 Msun, 12101728.4862 Msun, 0]
[8562, 8407324.41808 Msun, 3346.30265478 Msun, 8403978.11542 Msun, 0]
[8563, 8424484.97604 Msun, 20506.8606136 Msun, 8403978.11542 Msun, 0]
[8564, 11797390.5801 Msun, 31821.2185325 Msun, 11765569.3616 Msun, 0]
[8565, 15259477.5547 Msun, 132316.94694 Msun, 15127160.6078 Msun, 0]
[8566, 8641854.79102 Msun, 69797.1132879 Msun, 8572057.67773 Msun, 0]
[8567, 8404877.07055 Msun, 898.955129931 Msun, 8403978.11542 Msun, 0]
[8568, 8578972.8115 Msun, 6915.13376556 Msun, 8572057.67773 Msun, 0]
[8569, 8577234.39594 Msun, 5176.71821042 Msun, 8572057.67773 Msun, 0]
[8570, 9419224.46785 Msun, 6768.97857528 Msun, 9412455.48927 Msun, 0]
[8571, 8577875.07786 Msun, 5817.40013178 Msun, 8572057.67773 Msun, 0]
[8572, 11120935.6246 Msun, 195764.0745 Msun, 10925171.5501 Msun, 0]
[8573, 8916218.6574 Msun, 8001.85505352 Msun, 8908216.80235 Msun, 0]
[8574, 14802917.6157 Msun, 11916.1325346 Msun, 14791001.4831 Msun, 0]
[8575, 8899995.48721 Msun, 159858.247166 Msun, 8740137.24004 Msun, 0]
[8576, 8580691.46032 Msun, 8633.78258685 Msun, 8572057.67773 Msun, 0]
[8577, 9425995.12448 Msun, 13539.6352083 Msun, 9412455.48927 Msun, 0]
[8578, 8916327.34911 Msun, 8110.54676295 Msun, 8908216.80235 Msun, 0]
[8579, 30320303.0985 Msun, 65981.8829562 Msun, 30254321.2155 Msun, 0]
[8580, 9248137.44361 Msun, 3761.51663979 Msun, 9244375.92697 Msun, 0]
[8581, 8741233.4047 Msun, 169175.726963 Msun, 8572057.67773 Msun, 0]
[8582, 11719280.8732 Msun, 121791.073915 Msun, 11597489.7993 Msun, 0]
[8583, 8740319.13303 Msun, 181.892984299 Msun, 8740137.24004 Msun, 0]
[8584, 9751207.97316 Msun, 2593.3592668 Msun, 9748614.61389 Msun, 0]
[8585, 8415771.73224 Msun, 11793.6168182 Msun, 8403978.11542 Msun, 0]
[8586, 111509994.646 Msun, 4443482.2653 Msun, 107066512.381 Msun, 0]
[8587, 12462112.2433 Msun, 24224.6325049 Msun, 12437887.6108 Msun, 0]
[8588, 8911507.51891 Msun, 3290.71656472 Msun, 8908216.80235 Msun, 0]
[8589, 8578568.78198 Msun, 6511.10424273 Msun, 8572057.67773 Msun, 0]
[8590, 8469690.37555 Msun, 65712.2601234 Msun, 8403978.11542 Msun, 0]
[8591, 11475584.1345 Msun, 214253.459791 Msun, 11261330.6747 Msun, 0]
[8592, 8574590.84381 Msun, 2533.16607606 Msun, 8572057.67773 Msun, 0]
[8593, 8438902.61529 Msun, 34924.4998681 Msun, 8403978.11542 Msun, 0]
[8594, 8601256.76696 Msun, 29199.0892321 Msun, 8572057.67773 Msun, 0]
[8595, 8761634.14526 Msun, 21496.9052229 Msun, 8740137.24004 Msun, 0]
[8596, 67296141.7204 Msun, 10317170.0979 Msun, 56978971.6226 Msun, 0]
[8597, 8412259.11903 Msun, 8281.0036063 Msun, 8403978.11542 Msun, 0]
[8598, 69752022.7676 Msun, 503243.096486 Msun, 69248779.6711 Msun, 0]
[8599, 10599276.0742 Msun, 10263.6487923 Msun, 10589012.4254 Msun, 0]
[8600, 9022049.46041 Msun, 18440.8727969 Msun, 9003608.58761 Msun, 1192314741040192106101535162702697070592L]
[8601, 11116011.0859 Msun, 22759.9735821 Msun, 11093251.1124 Msun, 0]
[8602, 8773982.15836 Msun, 33844.9183147 Msun, 8740137.24004 Msun, 0]
[8603, 8575997.46479 Msun, 3939.78706068 Msun, 8572057.67773 Msun, 0]
[8604, 8908772.30134 Msun, 555.498988331 Msun, 8908216.80235 Msun, 0]
[8605, 8911218.18813 Msun, 3001.38577877 Msun, 8908216.80235 Msun, 0]
[8606, 8501849.96015 Msun, 97871.8447261 Msun, 8403978.11542 Msun, 0]
[8607, 8639615.71559 Msun, 67558.0378545 Msun, 8572057.67773 Msun, 0]
[8608, 8685055.28958 Msun, 281077.174158 Msun, 8403978.11542 Msun, 0]
[8609, 10635481.6799 Msun, 46469.2544339 Msun, 10589012.4254 Msun, 0]
[8610, 11400018.9815 Msun, 306767.869169 Msun, 11093251.1124 Msun, 0]
[8611, 8408669.96184 Msun, 4691.84641296 Msun, 8403978.11542 Msun, 0]
[8612, 9029278.49316 Msun, 121061.690806 Msun, 8908216.80235 Msun, 0]
[8613, 8342334.68753 Msun, 106436.134414 Msun, 8235898.55312 Msun, 0]
[8614, 8922497.60237 Msun, 14280.800022 Msun, 8908216.80235 Msun, 0]
[8615, 8914618.64712 Msun, 6401.84477508 Msun, 8908216.80235 Msun, 0]
[8616, 31468812.0366 Msun, 37933.8849145 Msun, 31430878.1517 Msun, 0]
[8617, 8411072.17997 Msun, 7094.06454415 Msun, 8403978.11542 Msun, 0]
[8618, 8618457.45389 Msun, 46399.7761564 Msun, 8572057.67773 Msun, 0]
[8619, 8910793.06008 Msun, 2576.25772668 Msun, 8908216.80235 Msun, 0]
[8620, 17950118.9832 Msun, 806003.627723 Msun, 17144115.3555 Msun, 0]
[8621, 11783755.2128 Msun, 18185.8511634 Msun, 11765569.3616 Msun, 0]
[8622, 8238070.9363 Msun, 2172.38318119 Msun, 8235898.55312 Msun, 0]
[8623, 8252139.05232 Msun, 16240.4992026 Msun, 8235898.55312 Msun, 0]
