halo, total_mass, baryon_mass, particle_mass, star_mass 
[8624, 8470272.39648 Msun, 66294.2810536 Msun, 8403978.11542 Msun, 0]
[8625, 8580089.11326 Msun, 8031.43552694 Msun, 8572057.67773 Msun, 0]
[8626, 8601655.32988 Msun, 29597.6521491 Msun, 8572057.67773 Msun, 0]
[8627, 8603586.16564 Msun, 31528.4879064 Msun, 8572057.67773 Msun, 0]
[8628, 8095921.80079 Msun, 28102.809982 Msun, 8067818.99081 Msun, 0]
[8629, 8795818.15516 Msun, 223760.477423 Msun, 8572057.67773 Msun, 0]
[8630, 8572848.2978 Msun, 790.620066968 Msun, 8572057.67773 Msun, 0]
[8631, 8174550.12882 Msun, 274810.700326 Msun, 7899739.4285 Msun, 0]
[8632, 15646879.1432 Msun, 351638.973112 Msun, 15295240.1701 Msun, 0]
[8633, 8909276.7092 Msun, 1059.90685227 Msun, 8908216.80235 Msun, 0]
[8634, 8591661.641 Msun, 19603.9632688 Msun, 8572057.67773 Msun, 0]
[8635, 8261542.82746 Msun, 25644.2743491 Msun, 8235898.55312 Msun, 0]
[8636, 8105424.85661 Msun, 37605.8658039 Msun, 8067818.99081 Msun, 0]
[8637, 8418575.08367 Msun, 14596.968248 Msun, 8403978.11542 Msun, 0]
[8638, 8070292.09909 Msun, 2473.10828241 Msun, 8067818.99081 Msun, 0]
[8639, 10595001.5286 Msun, 5989.10319684 Msun, 10589012.4254 Msun, 0]
[8640, 11118914.4399 Msun, 25663.3275193 Msun, 11093251.1124 Msun, 0]
[8641, 10887290.0704 Msun, 466357.207269 Msun, 10420932.8631 Msun, 0]
[8642, 8912949.96892 Msun, 4733.16656737 Msun, 8908216.80235 Msun, 0]
[8643, 8753618.60898 Msun, 13481.3689372 Msun, 8740137.24004 Msun, 0]
[8644, 8112341.18329 Msun, 44522.1924862 Msun, 8067818.99081 Msun, 0]
[8645, 8459592.93424 Msun, 55614.8188143 Msun, 8403978.11542 Msun, 0]
[8646, 10433312.2315 Msun, 12379.3683397 Msun, 10420932.8631 Msun, 0]
[8647, 8414959.48437 Msun, 10981.3689457 Msun, 8403978.11542 Msun, 0]
[8648, 8638569.09024 Msun, 66511.4125112 Msun, 8572057.67773 Msun, 0]
[8649, 8487574.75053 Msun, 83596.6351029 Msun, 8403978.11542 Msun, 0]
[8650, 9941801.75138 Msun, 25107.5751754 Msun, 9916694.1762 Msun, 0]
[8651, 8425435.97099 Msun, 21457.8555619 Msun, 8403978.11542 Msun, 0]
[8652, 10951888.3502 Msun, 26716.8001548 Msun, 10925171.5501 Msun, 0]
[8653, 11107978.4036 Msun, 14727.2912697 Msun, 11093251.1124 Msun, 0]
[8654, 10606131.8021 Msun, 185198.939016 Msun, 10420932.8631 Msun, 0]
[8655, 12461471.138 Msun, 23583.5271596 Msun, 12437887.6108 Msun, 0]
[8656, 8076428.2286 Msun, 8609.2377972 Msun, 8067818.99081 Msun, 0]
[8657, 8584108.25057 Msun, 180130.135148 Msun, 8403978.11542 Msun, 0]
[8658, 8915776.75868 Msun, 7559.95633317 Msun, 8908216.80235 Msun, 0]
[8659, 8408708.88455 Msun, 4730.76912309 Msun, 8403978.11542 Msun, 0]
[8660, 8311368.43793 Msun, 75469.8848102 Msun, 8235898.55312 Msun, 0]
[8661, 8434228.05311 Msun, 30249.9376834 Msun, 8403978.11542 Msun, 0]
[8662, 8075712.08394 Msun, 7893.0931333 Msun, 8067818.99081 Msun, 0]
[8663, 8477982.77929 Msun, 74004.6638658 Msun, 8403978.11542 Msun, 0]
[8664, 10650144.168 Msun, 61131.7425199 Msun, 10589012.4254 Msun, 0]
[8665, 8408949.913 Msun, 4971.79757677 Msun, 8403978.11542 Msun, 0]
[8666, 9602142.42979 Msun, 21607.3782107 Msun, 9580535.05158 Msun, 0]
[8667, 8466852.96085 Msun, 62874.8454285 Msun, 8403978.11542 Msun, 0]
[8668, 11775707.1088 Msun, 10137.7472061 Msun, 11765569.3616 Msun, 0]
[8669, 8816300.95951 Msun, 76163.7194642 Msun, 8740137.24004 Msun, 0]
[8670, 8431192.65604 Msun, 27214.5406197 Msun, 8403978.11542 Msun, 0]
[8671, 11605787.6919 Msun, 8297.89257423 Msun, 11597489.7993 Msun, 0]
[8672, 8190046.7421 Msun, 122227.75129 Msun, 8067818.99081 Msun, 0]
[8673, 39147802.1635 Msun, 1666059.76868 Msun, 37481742.3948 Msun, 0]
[8674, 8081976.5707 Msun, 14157.5798972 Msun, 8067818.99081 Msun, 0]
[8675, 7866449.79407 Msun, 134789.927881 Msun, 7731659.86619 Msun, 0]
[8676, 8446339.3728 Msun, 42361.2573808 Msun, 8403978.11542 Msun, 0]
[8677, 8258478.21318 Msun, 22579.6600677 Msun, 8235898.55312 Msun, 0]
[8678, 7925571.94661 Msun, 25832.5181123 Msun, 7899739.4285 Msun, 0]
[8679, 8081679.80178 Msun, 13860.8109779 Msun, 8067818.99081 Msun, 0]
[8680, 8259898.20002 Msun, 23999.6469093 Msun, 8235898.55312 Msun, 0]
[8681, 8310163.5436 Msun, 74264.9904813 Msun, 8235898.55312 Msun, 0]
[8682, 8110012.17854 Msun, 42193.1877368 Msun, 8067818.99081 Msun, 0]
[8683, 8095154.36498 Msun, 27335.3741752 Msun, 8067818.99081 Msun, 0]
[8684, 11140521.9955 Msun, 47270.8831313 Msun, 11093251.1124 Msun, 0]
[8685, 7923042.80384 Msun, 23303.3753449 Msun, 7899739.4285 Msun, 0]
[8686, 7913805.10091 Msun, 14065.6724143 Msun, 7899739.4285 Msun, 0]
[8687, 8583726.17333 Msun, 11668.4956015 Msun, 8572057.67773 Msun, 0]
[8688, 8438617.69323 Msun, 34639.5778073 Msun, 8403978.11542 Msun, 0]
[8689, 9108379.1508 Msun, 32082.7861389 Msun, 9076296.36466 Msun, 0]
[8690, 8575160.34106 Msun, 3102.6633288 Msun, 8572057.67773 Msun, 0]
[8691, 12305265.122 Msun, 35457.0734515 Msun, 12269808.0485 Msun, 0]
[8692, 8408752.65534 Msun, 4774.53991254 Msun, 8403978.11542 Msun, 0]
[8693, 21813941.7351 Msun, 1308235.13346 Msun, 20505706.6016 Msun, 0]
[8694, 9252729.46082 Msun, 8353.53385465 Msun, 9244375.92697 Msun, 0]
[8695, 8379578.48778 Msun, 143679.934666 Msun, 8235898.55312 Msun, 0]
[8696, 10620088.3272 Msun, 31075.9017551 Msun, 10589012.4254 Msun, 0]
[8697, 10955044.7435 Msun, 197952.755752 Msun, 10757091.9877 Msun, 0]
[8698, 7997686.33039 Msun, 97946.9018895 Msun, 7899739.4285 Msun, 0]
[8699, 10997817.2566 Msun, 72645.7065935 Msun, 10925171.5501 Msun, 0]
[8700, 10941641.9098 Msun, 16470.3597473 Msun, 10925171.5501 Msun, 0]
[8701, 7733779.81052 Msun, 2119.94433129 Msun, 7731659.86619 Msun, 0]
[8702, 8108961.05268 Msun, 41142.0618719 Msun, 8067818.99081 Msun, 0]
[8703, 7904504.93639 Msun, 172845.070195 Msun, 7731659.86619 Msun, 0]
[8704, 8078905.56345 Msun, 11086.5726458 Msun, 8067818.99081 Msun, 0]
[8705, 11276656.911 Msun, 15326.2363669 Msun, 11261330.6747 Msun, 0]
[8706, 8742532.65585 Msun, 2395.41581082 Msun, 8740137.24004 Msun, 0]
[8707, 11732975.1473 Msun, 471644.472617 Msun, 11261330.6747 Msun, 0]
[8708, 8245188.98087 Msun, 9290.42775506 Msun, 8235898.55312 Msun, 0]
[8709, 10141690.6443 Msun, 56916.9058382 Msun, 10084773.7385 Msun, 0]
[8710, 7747494.82939 Msun, 15834.9632012 Msun, 7731659.86619 Msun, 0]
[8711, 7760595.90581 Msun, 28936.0396196 Msun, 7731659.86619 Msun, 0]
[8712, 10444131.3038 Msun, 23198.4407184 Msun, 10420932.8631 Msun, 0]
[8713, 8070989.67361 Msun, 3170.68279875 Msun, 8067818.99081 Msun, 0]
[8714, 10593946.1047 Msun, 4933.67923967 Msun, 10589012.4254 Msun, 0]
[8715, 7911583.85833 Msun, 11844.4298322 Msun, 7899739.4285 Msun, 0]
[8716, 8243994.12564 Msun, 8095.57252019 Msun, 8235898.55312 Msun, 0]
[8717, 24620958.5475 Msun, 417501.575109 Msun, 24203456.9724 Msun, 0]
[8718, 11962883.6169 Msun, 29234.6930248 Msun, 11933648.9239 Msun, 0]
[8719, 8241972.82691 Msun, 6074.27379064 Msun, 8235898.55312 Msun, 0]
[8720, 8910741.08266 Msun, 2524.28030721 Msun, 8908216.80235 Msun, 0]
[8721, 7566084.99168 Msun, 2504.68780041 Msun, 7563580.30388 Msun, 0]
[8722, 11559597.6718 Msun, 130187.434786 Msun, 11429410.237 Msun, 0]
[8723, 8453772.75307 Msun, 49794.6376414 Msun, 8403978.11542 Msun, 0]
[8724, 9750604.61678 Msun, 1990.00288912 Msun, 9748614.61389 Msun, 0]
[8725, 7426799.74466 Msun, 31299.0030889 Msun, 7395500.74157 Msun, 0]
[8726, 7787050.51842 Msun, 55390.6522326 Msun, 7731659.86619 Msun, 0]
[8727, 10738401.5909 Msun, 149389.165451 Msun, 10589012.4254 Msun, 0]
[8728, 7417719.65065 Msun, 22218.9090799 Msun, 7395500.74157 Msun, 0]
[8729, 10274187.6076 Msun, 21334.3067646 Msun, 10252853.3008 Msun, 0]
[8730, 8244778.45 Msun, 8879.89688417 Msun, 8235898.55312 Msun, 0]
[8731, 7742787.26334 Msun, 11127.3971478 Msun, 7731659.86619 Msun, 0]
[8732, 7238124.25967 Msun, 10703.0804007 Msun, 7227421.17926 Msun, 0]
[8733, 10113508.827 Msun, 28735.0884947 Msun, 10084773.7385 Msun, 0]
[8734, 7903744.22596 Msun, 4004.79746405 Msun, 7899739.4285 Msun, 0]
[8735, 8070400.76757 Msun, 2581.77676556 Msun, 8067818.99081 Msun, 0]
[8736, 7406325.56008 Msun, 10824.8185106 Msun, 7395500.74157 Msun, 0]
[8737, 7733403.54785 Msun, 1743.6816642 Msun, 7731659.86619 Msun, 0]
[8738, 7066576.28822 Msun, 7234.67126515 Msun, 7059341.61696 Msun, 0]
[8739, 13036090.0682 Msun, 1942838.9558 Msun, 11093251.1124 Msun, 0]
[8740, 13521139.5211 Msun, 579013.223385 Msun, 12942126.2978 Msun, 0]
[8741, 7242073.684 Msun, 14652.5047327 Msun, 7227421.17926 Msun, 0]
[8742, 21229129.9215 Msun, 387264.195266 Msun, 20841865.7263 Msun, 0]
[8743, 7571726.0028 Msun, 8145.69891642 Msun, 7563580.30388 Msun, 0]
[8744, 44776962.6526 Msun, 403958.203139 Msun, 44373004.4494 Msun, 0]
[8745, 7583690.77003 Msun, 20110.4661446 Msun, 7563580.30388 Msun, 0]
[8746, 23461793.4517 Msun, 98734.2908094 Msun, 23363059.1609 Msun, 0]
[8747, 7444619.49125 Msun, 49118.749675 Msun, 7395500.74157 Msun, 0]
[8748, 10289990.1836 Msun, 37136.8827588 Msun, 10252853.3008 Msun, 0]
[8749, 8130111.66916 Msun, 230372.24066 Msun, 7899739.4285 Msun, 0]
[8750, 8170718.62246 Msun, 102899.631654 Msun, 8067818.99081 Msun, 0]
[8751, 10971435.5957 Msun, 46264.0456382 Msun, 10925171.5501 Msun, 0]
[8752, 14891165.0815 Msun, 100163.598392 Msun, 14791001.4831 Msun, 0]
[8753, 10737928.4827 Msun, 148916.057315 Msun, 10589012.4254 Msun, 0]
[8754, 7565130.6546 Msun, 1550.35071792 Msun, 7563580.30388 Msun, 0]
[8755, 7454060.58668 Msun, 58559.8451088 Msun, 7395500.74157 Msun, 0]
[8756, 7569179.5611 Msun, 5599.25721557 Msun, 7563580.30388 Msun, 0]
[8757, 7385976.10577 Msun, 158554.926508 Msun, 7227421.17926 Msun, 0]
[8758, 7450034.79452 Msun, 54534.0529471 Msun, 7395500.74157 Msun, 0]
[8759, 64532361.3965 Msun, 157889.032327 Msun, 64374472.3641 Msun, 0]
[8760, 10775943.0927 Msun, 18851.1049968 Msun, 10757091.9877 Msun, 0]
[8761, 8240094.76679 Msun, 4196.21367578 Msun, 8235898.55312 Msun, 0]
[8762, 32306571.6578 Msun, 707613.943849 Msun, 31598957.714 Msun, 0]
[8763, 29768524.9093 Msun, 18449.7702879 Msun, 29750075.139 Msun, 0]
[8764, 10817291.5569 Msun, 60221.7380235 Msun, 10757069.8189 Msun, 0]
[8765, 8292650.28645 Msun, 56751.7333373 Msun, 8235898.55312 Msun, 0]
[8766, 7240639.02563 Msun, 13217.8463632 Msun, 7227421.17926 Msun, 0]
[8767, 7605456.17893 Msun, 41875.8750491 Msun, 7563580.30388 Msun, 0]
[8768, 9975230.0365 Msun, 58535.8603038 Msun, 9916694.1762 Msun, 0]
[8769, 11627944.9057 Msun, 30455.1064227 Msun, 11597489.7993 Msun, 0]
[8770, 7076731.47763 Msun, 17389.8606765 Msun, 7059341.61696 Msun, 0]
[8771, 10129527.7444 Msun, 44754.0058605 Msun, 10084773.7385 Msun, 0]
[8772, 7397626.99132 Msun, 2126.24974754 Msun, 7395500.74157 Msun, 0]
[8773, 6938543.7816 Msun, 47281.7269506 Msun, 6891262.05465 Msun, 0]
[8774, 8471677.16017 Msun, 67699.0447509 Msun, 8403978.11542 Msun, 0]
[8775, 8073045.59095 Msun, 5226.60014555 Msun, 8067818.99081 Msun, 0]
[8776, 7623456.83417 Msun, 59876.5302924 Msun, 7563580.30388 Msun, 0]
[8777, 15053285.301 Msun, 94204.2555081 Msun, 14959081.0455 Msun, 0]
[8778, 7265896.0371 Msun, 38474.8578378 Msun, 7227421.17926 Msun, 0]
[8779, 7907454.51717 Msun, 7715.08867389 Msun, 7899739.4285 Msun, 0]
[8780, 11008458.4066 Msun, 83286.856593 Msun, 10925171.5501 Msun, 0]
[8781, 7129412.74776 Msun, 70071.1308048 Msun, 7059341.61696 Msun, 0]
[8782, 7109308.53393 Msun, 49966.9169776 Msun, 7059341.61696 Msun, 0]
[8783, 7604467.77225 Msun, 208967.030682 Msun, 7395500.74157 Msun, 0]
[8784, 9436474.15558 Msun, 24018.666306 Msun, 9412455.48927 Msun, 0]
[8785, 7586353.85795 Msun, 22773.5540728 Msun, 7563580.30388 Msun, 0]
[8786, 10611663.0635 Msun, 22650.6380512 Msun, 10589012.4254 Msun, 0]
[8787, 7077884.18369 Msun, 18542.5667384 Msun, 7059341.61696 Msun, 0]
[8788, 9768347.7545 Msun, 19733.1406104 Msun, 9748614.61389 Msun, 0]
[8789, 7396677.61265 Msun, 1176.87108041 Msun, 7395500.74157 Msun, 0]
[8790, 7243929.57365 Msun, 16508.394386 Msun, 7227421.17926 Msun, 0]
[8791, 38673501.963 Msun, 8419188.13707 Msun, 30254313.8259 Msun, 0]
[8792, 7135202.39191 Msun, 75860.7749566 Msun, 7059341.61696 Msun, 0]
[8793, 7403310.77808 Msun, 7810.03650238 Msun, 7395500.74157 Msun, 0]
[8794, 6905300.23851 Msun, 14038.1838664 Msun, 6891262.05465 Msun, 0]
[8795, 9401066.90903 Msun, 156690.982066 Msun, 9244375.92697 Msun, 0]
[8796, 6233709.96603 Msun, 14766.1606188 Msun, 6218943.80541 Msun, 0]
[8797, 6745697.39054 Msun, 22514.8981976 Msun, 6723182.49234 Msun, 0]
[8798, 7097270.20174 Msun, 37928.5847835 Msun, 7059341.61696 Msun, 0]
[8799, 5904192.61776 Msun, 21407.9369604 Msun, 5882784.6808 Msun, 0]
[8800, 13300052.4556 Msun, 357926.157876 Msun, 12942126.2978 Msun, 0]
