halo, total_mass, baryon_mass, particle_mass, star_mass 
[4193, 112078910.349 Msun, 3667643.81119 Msun, 108411266.537 Msun, 0]
[4194, 719311641.529 Msun, 34863317.3934 Msun, 684448324.135 Msun, 1396473192108907548488644733771750309888L]
[4195, 954288965.159 Msun, 28108421.5303 Msun, 926180543.629 Msun, 19177012375770376996355699375873120534528L]
[4196, 77443716.1829 Msun, 1135594.89489 Msun, 76308121.2881 Msun, 0]
[4197, 66279465.8939 Msun, 1064595.71817 Msun, 65214870.1757 Msun, 0]
[4198, 669635311.349 Msun, 11520658.3834 Msun, 658114652.966 Msun, 29576031578430607338948862668161335427072L]
[4199, 689090510.185 Msun, 10475580.1408 Msun, 678614930.044 Msun, 1157209695861359666767845193993420800000L]
[4200, 66921508.5823 Msun, 25842.7835567 Msun, 66895665.7988 Msun, 0]
[4201, 1045913910.14 Msun, 21221328.6658 Msun, 1024692581.48 Msun, 158217539625583931420153194121623764992L]
[4202, 80020101.6955 Msun, 1190786.97278 Msun, 78829314.7227 Msun, 0]
[4203, 516442169.163 Msun, 31555833.2341 Msun, 484886335.929 Msun, 2961804099056341846589380455045854658560L]
[4204, 844672574.063 Msun, 28213881.2592 Msun, 816458692.804 Msun, 526202082693688657606062989492963246080L]
[4205, 1161456658.8 Msun, 78007579.253 Msun, 1083449079.55 Msun, 350558650238873393411131410757590188032L]
[4206, 82002615.5618 Msun, 484027.842145 Msun, 81518587.7196 Msun, 0]
[4207, 1852324489.48 Msun, 21400540.8352 Msun, 1830923948.65 Msun, 24463648285901195952000128422703412543488L]
[4208, 68338261.4482 Msun, 938356.962536 Msun, 67399904.4857 Msun, 0]
[4209, 766228893.588 Msun, 577812093.011 Msun, 188416800.577 Msun, 0]
[4210, 98182794.1067 Msun, 3217841.4024 Msun, 94964952.7043 Msun, 0]
[4211, 694068480.438 Msun, 10447577.4223 Msun, 683620903.016 Msun, 82240989483277368299450836297346711552L]
[4212, 131860470.148 Msun, 2775601.03516 Msun, 129084869.113 Msun, 0]
[4213, 79580692.3326 Msun, 415218.485296 Msun, 79165473.8473 Msun, 0]
[4214, 68509258.992 Msun, 1034399.3934 Msun, 67474859.5986 Msun, 149041935186481733569070660031839469568L]
[4215, 439346016.738 Msun, 11961995.3094 Msun, 427384021.429 Msun, 250091097340483258850551252149182922752L]
[4216, 111189048.807 Msun, 3042087.29317 Msun, 108146961.514 Msun, 1479622393328196944012800811282965987328L]
[4217, 291968591.759 Msun, 3280058.15577 Msun, 288688533.604 Msun, 1861814060807148802742582873112553979904L]
[4218, 3018301763.31 Msun, 329957837.565 Msun, 2688343925.75 Msun, 71011899597622431631858284118779254276096L]
[4219, 111067158.116 Msun, 3832720.77895 Msun, 107234437.337 Msun, 0]
[4220, 116368115.845 Msun, 897756.058596 Msun, 115470359.786 Msun, 0]
[4221, 97935464.7677 Msun, 2130114.25185 Msun, 95805350.5158 Msun, 0]
[4222, 75453039.4321 Msun, 153395.51793 Msun, 75299643.9142 Msun, 0]
[4223, 1927383019.4 Msun, 147242933.802 Msun, 1780140085.6 Msun, 2358492583154093117482702027493986009088L]
[4224, 141599959.321 Msun, 581581.687765 Msun, 141018377.634 Msun, 0]
[4225, 631782132.754 Msun, 311088106.273 Msun, 320694026.481 Msun, 0]
[4226, 69154084.1157 Msun, 73384.0068751 Msun, 69080700.1088 Msun, 0]
[4227, 248028811.53 Msun, 86000253.8679 Msun, 162028557.663 Msun, 0]
[4228, 632147606.361 Msun, 5447689.09547 Msun, 626699917.266 Msun, 197961409250654504357922697252333158400L]
[4229, 1294179630.63 Msun, 790278194.674 Msun, 503901435.96 Msun, 0]
[4230, 253324322.478 Msun, 1877297.26442 Msun, 251447025.213 Msun, 0]
[4231, 648396559.106 Msun, 13347093.4924 Msun, 635049465.613 Msun, 1091874738713014462854352684118710419456L]
[4232, 70303169.554 Msun, 45912.5090165 Msun, 70257257.0449 Msun, 0]
[4233, 1444645145.45 Msun, 40749923.303 Msun, 1403895222.15 Msun, 856924038401537595064401642758988627968L]
[4234, 1064453204.23 Msun, 20200323.4937 Msun, 1044252880.73 Msun, 3625981613033205843349742574486360686592L]
[4235, 1238404164.31 Msun, 69377480.1466 Msun, 1169026684.16 Msun, 7085362450145448798588530099285762506752L]
[4236, 82147383.1867 Msun, 796875.029392 Msun, 81350508.1573 Msun, 0]
[4237, 80232473.1738 Msun, 58521.9526748 Msun, 80173951.2211 Msun, 0]
[4238, 329874227.553 Msun, 1325677.50867 Msun, 328548550.045 Msun, 5254109415045166244580505827256190369792L]
[4239, 113558089.408 Msun, 104384.849331 Msun, 113453704.558 Msun, 0]
[4240, 91329893.9065 Msun, 2709154.02302 Msun, 88620739.8835 Msun, 85125170526270997900062218367298174976L]
[4241, 65948068.6292 Msun, 228959.766619 Msun, 65719108.8626 Msun, 0]
[4242, 403227967.017 Msun, 14124088.909 Msun, 389103878.108 Msun, 0]
[4243, 846510030.71 Msun, 685658087.949 Msun, 160851942.761 Msun, 0]
[4244, 82061515.0341 Msun, 38688.6275879 Msun, 82022826.4065 Msun, 0]
[4245, 1464092875.26 Msun, 577812093.011 Msun, 886280782.25 Msun, 0]
[4246, 108136012.017 Msun, 61279.1717496 Msun, 108074732.845 Msun, 0]
[4247, 221088875.343 Msun, 4256114.28279 Msun, 216832761.06 Msun, 354346135199673863065415435215670607872L]
[4248, 2093653507.26 Msun, 52105969.3927 Msun, 2041547537.87 Msun, 1108368365235535019758801815818702159872L]
[4249, 3078997592.48 Msun, 196438712.328 Msun, 2882558880.15 Msun, 8009927763197549984919409539592090550272L]
[4250, 435567914.439 Msun, 12045444.0645 Msun, 423522470.375 Msun, 1261440055982169324104662747956383842304L]
[4251, 108165574.492 Msun, 762909.224907 Msun, 107402665.267 Msun, 0]
[4252, 82896378.1628 Msun, 705472.193926 Msun, 82190905.9688 Msun, 0]
[4253, 73523480.5631 Msun, 72711.8342652 Msun, 73450768.7288 Msun, 0]
[4254, 69832616.4268 Msun, 79598.0688233 Msun, 69753018.358 Msun, 0]
[4255, 76944990.5817 Msun, 1477267.10518 Msun, 75467723.4765 Msun, 0]
[4256, 73705479.7935 Msun, 86631.5024161 Msun, 73618848.2911 Msun, 0]
[4257, 75140873.7836 Msun, 513548.118599 Msun, 74627325.665 Msun, 0]
[4258, 3161187855.7 Msun, 2898984056.25 Msun, 262203799.448 Msun, 0]
[4259, 1127145772.77 Msun, 444329240.005 Msun, 682816532.766 Msun, 8509705987937706987324197684480814612480L]
[4260, 366265914.057 Msun, 21198572.6375 Msun, 345067341.419 Msun, 0]
[4261, 81372996.3033 Msun, 190567.708259 Msun, 81182428.595 Msun, 0]
[4262, 802982634.102 Msun, 216216911.642 Msun, 586765722.46 Msun, 0]
[4263, 773216806.77 Msun, 19357798.4792 Msun, 753859008.291 Msun, 2720839419142189567227877324573714153472L]
[4264, 328628046.586 Msun, 6587759.23313 Msun, 322040287.353 Msun, 0]
[4265, 192115905.519 Msun, 841614.858595 Msun, 191274290.66 Msun, 0]
[4266, 1194880772.21 Msun, 39841555.1088 Msun, 1155039217.1 Msun, 2666667330281459837626607005395664764928L]
[4267, 67580462.0963 Msun, 12478.0482694 Msun, 67567984.048 Msun, 0]
[4268, 376302112.087 Msun, 76669.8216976 Msun, 376225442.265 Msun, 126306303359549106451936232469832925184L]
[4269, 309564955.811 Msun, 2484082.03628 Msun, 307080873.774 Msun, 0]
[4270, 1854007190.28 Msun, 357546691.192 Msun, 1496460499.08 Msun, 3103662465804748299350658692543313608704L]
[4271, 3964662293.0 Msun, 162915182.188 Msun, 3801747110.81 Msun, 26648462900015933223051281677451614224384L]
[4272, 205238784.142 Msun, 2366752.43605 Msun, 202872031.706 Msun, 0]
[4273, 124233999.842 Msun, 1535919.35635 Msun, 122698080.485 Msun, 0]
[4274, 1463460102.59 Msun, 15029115.332 Msun, 1448430987.26 Msun, 5859367237174558222775589176378046545920L]
[4275, 63451221.2638 Msun, 85226.2735406 Msun, 63365994.9903 Msun, 0]
[4276, 71022769.3193 Msun, 93194.0251399 Msun, 70929575.2942 Msun, 0]
[4277, 354098491.187 Msun, 13323753.5214 Msun, 340774737.666 Msun, 488244436761364403199965360144670261248L]
[4278, 110922932.368 Msun, 7049762.86165 Msun, 103873169.507 Msun, 0]
[4279, 1127108991.28 Msun, 790278194.674 Msun, 336830796.61 Msun, 0]
[4280, 4440338648.25 Msun, 4102499602.19 Msun, 337839046.058 Msun, 0]
[4281, 547427585.005 Msun, 12402017.0459 Msun, 535025567.96 Msun, 390526254951830445092081357755259027456L]
[4282, 72361595.6293 Msun, 87383.8366749 Msun, 72274211.7926 Msun, 0]
[4283, 64567460.1017 Msun, 529146.862191 Msun, 64038313.2395 Msun, 0]
[4284, 2148286048.49 Msun, 1530780264.0 Msun, 617505784.488 Msun, 298074829969076399658785993216772538368L]
[4285, 340357113.431 Msun, 8905635.74957 Msun, 331451477.681 Msun, 0]
[4286, 1043991245.61 Msun, 827673428.669 Msun, 216317816.942 Msun, 0]
[4287, 2071947114.93 Msun, 1742847773.01 Msun, 329099341.926 Msun, 0]
[4288, 82886719.7206 Msun, 863893.314104 Msun, 82022826.4065 Msun, 0]
[4289, 70765510.3782 Msun, 340173.770911 Msun, 70425336.6073 Msun, 0]
[4290, 79545782.5226 Msun, 716467.799972 Msun, 78829314.7227 Msun, 0]
[4291, 57643990.23 Msun, 160779.920454 Msun, 57483210.3095 Msun, 0]
[4292, 80253533.9899 Msun, 79582.7687312 Msun, 80173951.2211 Msun, 0]
[4293, 84352400.6763 Msun, 1489176.45822 Msun, 82863224.2181 Msun, 0]
[4294, 74407430.1489 Msun, 3814013.97936 Msun, 70593416.1696 Msun, 0]
[4295, 72416989.0704 Msun, 310856.840097 Msun, 72106132.2303 Msun, 0]
[4296, 350419410.65 Msun, 4200670.14741 Msun, 346218740.503 Msun, 27021153189477849300115475830288938958848L]
[4297, 109460304.386 Msun, 1889384.50853 Msun, 107570919.877 Msun, 0]
[4298, 89920408.546 Msun, 838513.93847 Msun, 89081894.6075 Msun, 0]
[4299, 174673942.125 Msun, 4073570.06679 Msun, 170600372.059 Msun, 0]
[4300, 241735635.439 Msun, 134333243.588 Msun, 107402391.852 Msun, 0]
[4301, 266703594.82 Msun, 2146363.74613 Msun, 264557231.074 Msun, 0]
[4302, 61244667.3084 Msun, 63706.6280664 Msun, 61180960.6803 Msun, 0]
[4303, 213054178.868 Msun, 5558716.4944 Msun, 207495462.374 Msun, 1506425315386895597953650542767408939008L]
[4304, 81186822.3851 Msun, 4393.79014597 Msun, 81182428.595 Msun, 0]
[4305, 97153808.2119 Msun, 676139.446839 Msun, 96477668.7651 Msun, 0]
[4306, 64597984.6436 Msun, 895830.528652 Msun, 63702154.1149 Msun, 0]
[4307, 566354575.871 Msun, 73553935.5881 Msun, 492800640.283 Msun, 651703436780160414533219012562783305728L]
[4308, 121843756.676 Msun, 826479.204003 Msun, 121017277.472 Msun, 0]
[4309, 802652797.025 Msun, 51841392.1925 Msun, 750811404.832 Msun, 0]
[4310, 1006696918.49 Msun, 25832515.4893 Msun, 980864403.005 Msun, 1913432626167714992532822108325531353088L]
[4311, 74207878.5865 Msun, 84791.6084526 Msun, 74123086.978 Msun, 0]
[4312, 67567732.8903 Msun, 167828.40462 Msun, 67399904.4857 Msun, 0]
[4313, 65870657.2513 Msun, 2168503.13636 Msun, 63702154.1149 Msun, 0]
[4314, 668592838.619 Msun, 15435659.4887 Msun, 653157179.131 Msun, 0]
[4315, 763589587.462 Msun, 44713299.4685 Msun, 718876287.993 Msun, 0]
[4316, 106139696.16 Msun, 1426128.84231 Msun, 104713567.318 Msun, 0]
[4317, 1339829658.8 Msun, 1074095870.79 Msun, 265733788.01 Msun, 0]
[4318, 671442366.658 Msun, 5107040.29974 Msun, 666335326.358 Msun, 1138228044041903364666959593305301581824L]
[4319, 70575380.1115 Msun, 990729.510978 Msun, 69584650.6005 Msun, 0]
[4320, 741850636.458 Msun, 12449787.6167 Msun, 729400848.841 Msun, 206114303091717596242387042083060842496L]
[4321, 131285534.053 Msun, 519634.57671 Msun, 130765899.476 Msun, 0]
[4322, 276284173.763 Msun, 5676129.59766 Msun, 270608044.165 Msun, 0]
[4323, 692018852.79 Msun, 33963205.2727 Msun, 658055647.518 Msun, 6398437751886223351578528673940673396736L]
[4324, 697008854.338 Msun, 99337123.2034 Msun, 597671731.134 Msun, 2301613513515213777285156847549990043648L]
[4325, 319739293.491 Msun, 3917951.09558 Msun, 315821342.396 Msun, 0]
[4326, 87406042.0089 Msun, 340828.733151 Msun, 87065213.2758 Msun, 0]
[4327, 477070040.623 Msun, 39615017.2912 Msun, 437455023.332 Msun, 1225343163404715554790727557264229531648L]
[4328, 476362460.71 Msun, 1794471.24032 Msun, 474567989.47 Msun, 157850538585728985245165197759684280320L]
[4329, 156740780.742 Msun, 762946.919633 Msun, 155977833.822 Msun, 0]
[4330, 413405181.405 Msun, 30015699.7789 Msun, 383389481.626 Msun, 0]
[4331, 854311872.523 Msun, 695308825.964 Msun, 159003046.558 Msun, 0]
[4332, 387214449.311 Msun, 1137546.41232 Msun, 386076902.899 Msun, 0]
[4333, 1075109073.38 Msun, 38817589.0075 Msun, 1036291484.38 Msun, 829451510741674769325897028331649368064L]
[4334, 463676051.438 Msun, 15576173.6396 Msun, 448099877.798 Msun, 0]
[4335, 675316689.104 Msun, 231558.018072 Msun, 675085131.086 Msun, 489142153041676411471267589725670604800L]
[4336, 81811432.3036 Msun, 125045.827238 Msun, 81686386.4764 Msun, 0]
[4337, 67470327.7204 Msun, 574661.921592 Msun, 66895665.7988 Msun, 0]
[4338, 3590620462.12 Msun, 26665833.397 Msun, 3563954628.72 Msun, 4001774968950236223244370659956158889984L]
[4339, 70196064.3954 Msun, 106886.912717 Msun, 70089177.4826 Msun, 0]
[4340, 926192707.99 Msun, 107446616.337 Msun, 818746091.652 Msun, 1403342031050842870784980569183697764352L]
[4341, 69195600.5038 Msun, 114900.395058 Msun, 69080700.1088 Msun, 0]
[4342, 70995889.5693 Msun, 570552.962054 Msun, 70425336.6073 Msun, 0]
[4343, 61750403.6073 Msun, 65204.2400887 Msun, 61685199.3672 Msun, 0]
[4344, 81659414.7776 Msun, 1653543.11874 Msun, 80005871.6588 Msun, 0]
[4345, 2881913046.99 Msun, 652864211.137 Msun, 2229048835.86 Msun, 625399934421286146999616387480907939840L]
[4346, 67459829.8054 Msun, 59925.3196751 Msun, 67399904.4857 Msun, 0]
[4347, 151635437.32 Msun, 699990.367483 Msun, 150935446.953 Msun, 0]
[4348, 917608356.83 Msun, 48300860.5701 Msun, 869307496.259 Msun, 0]
[4349, 62242119.5721 Msun, 388840.642617 Msun, 61853278.9295 Msun, 0]
[4350, 63889080.3073 Msun, 355005.754714 Msun, 63534074.5526 Msun, 0]
[4351, 283092748.88 Msun, 10635778.3778 Msun, 272456970.502 Msun, 0]
[4352, 425454311.703 Msun, 23279458.592 Msun, 402174853.111 Msun, 924015247560613135442813093112870600704L]
[4353, 633874508.635 Msun, 17547700.4937 Msun, 616326808.141 Msun, 298074961162272669316435691663599337472L]
[4354, 778381623.832 Msun, 8483783.31732 Msun, 769897840.515 Msun, 59007408560690414399516140465620969848832L]
[4355, 578454959.012 Msun, 3724541.87715 Msun, 574730417.135 Msun, 803642767742494389268754770831932915712L]
[4356, 107851379.517 Msun, 10029464.752 Msun, 97821914.7653 Msun, 0]
[4357, 631041420.2 Msun, 30056809.5795 Msun, 600984610.621 Msun, 3875523031753046766618993178307880550400L]
[4358, 1700475906.95 Msun, 23483649.1083 Msun, 1676992257.84 Msun, 124205775057718822463441094139717877760L]
[4359, 342272881.018 Msun, 17375175.7509 Msun, 324897705.267 Msun, 0]
[4360, 712496691.77 Msun, 254143725.355 Msun, 458352966.415 Msun, 0]
[4361, 604298772.52 Msun, 81009811.7979 Msun, 523288960.722 Msun, 114254437175845078297907395467300306944L]
[4362, 227277706.636 Msun, 5446670.73033 Msun, 221831035.905 Msun, 935057221317884391066760387715968008192L]
[4363, 66320457.0555 Msun, 265189.068286 Msun, 66055267.9872 Msun, 0]
[4364, 79935055.9975 Msun, 265343.463231 Msun, 79669712.5342 Msun, 0]
[4365, 558396152.982 Msun, 22727985.5031 Msun, 535668167.479 Msun, 0]
[4366, 2638820447.12 Msun, 2484019617.55 Msun, 154800829.574 Msun, 0]
[4367, 94605882.0547 Msun, 985565.848879 Msun, 93620316.2058 Msun, 0]
[4368, 901423963.907 Msun, 2935568.43022 Msun, 898488395.476 Msun, 205075145637530438269823749427266846720L]
[4369, 68566034.7413 Msun, 157652.881786 Msun, 68408381.8596 Msun, 0]
[4370, 64746814.2479 Msun, 204262.321493 Msun, 64542551.9265 Msun, 0]
[4371, 1033382011.89 Msun, 13809642.2325 Msun, 1019572369.66 Msun, 2009050148482222420606393688286226808832L]
[4372, 109380337.13 Msun, 296959.252858 Msun, 109083377.877 Msun, 0]
[4373, 272593982.218 Msun, 36442888.9195 Msun, 236151093.298 Msun, 0]
[4374, 84033410.6716 Msun, 161709.07963 Msun, 83871701.5919 Msun, 0]
[4375, 136143713.334 Msun, 1175824.79994 Msun, 134967888.534 Msun, 0]
[4376, 4462367601.79 Msun, 4314962067.78 Msun, 147405534.015 Msun, 0]
[4377, 1806812745.36 Msun, 1539902886.4 Msun, 266909858.958 Msun, 0]
[4378, 288449172.258 Msun, 6411747.9898 Msun, 282037424.268 Msun, 0]
[4379, 1779082525.95 Msun, 1550326241.64 Msun, 228756284.302 Msun, 0]
[4380, 788149985.171 Msun, 36655470.7514 Msun, 751494514.42 Msun, 1029709512053459710278457776113211932672L]
[4381, 859439679.251 Msun, 19640283.0954 Msun, 839799396.156 Msun, 2486434096401682460427379426247600766976L]
[4382, 58689495.8641 Msun, 29728.6184361 Msun, 58659767.2457 Msun, 0]
[4383, 955228206.247 Msun, 17680509.9936 Msun, 937547696.254 Msun, 0]
[4384, 988629853.525 Msun, 54223750.728 Msun, 934406102.797 Msun, 6458443718926149417448106020133987680256L]
[4385, 67264696.8216 Msun, 32871.8981705 Msun, 67231824.9234 Msun, 0]
[4386, 1375334453.44 Msun, 24282463.751 Msun, 1351051989.69 Msun, 1059242130694072365297314723012905271296L]
[4387, 1581628549.57 Msun, 1207989886.1 Msun, 373638663.465 Msun, 0]
[4388, 62636738.8521 Msun, 279221.235637 Msun, 62357517.6164 Msun, 0]
[4389, 1189086658.48 Msun, 142623699.128 Msun, 1046462959.35 Msun, 0]
[4390, 69740345.6874 Msun, 659719.474771 Msun, 69080626.2126 Msun, 0]
[4391, 983658804.762 Msun, 690360616.517 Msun, 293298188.245 Msun, 0]
[4392, 66761786.7179 Msun, 34200.4814366 Msun, 66727586.2365 Msun, 0]
[4393, 65201565.507 Msun, 322854.455962 Msun, 64878711.0511 Msun, 0]
[4394, 76305370.7487 Msun, 669567.709898 Msun, 75635803.0388 Msun, 0]
[4395, 2748121050.3 Msun, 342140509.204 Msun, 2405980541.1 Msun, 1537179858512389302338794848303966060544L]
[4396, 673208686.026 Msun, 5072935.19497 Msun, 668135750.831 Msun, 14744086494357739436589061528524316213248L]
[4397, 76022514.9449 Msun, 2907905.34067 Msun, 73114609.6042 Msun, 0]
[4398, 67866795.7335 Msun, 1307289.05938 Msun, 66559506.6742 Msun, 0]
[4399, 116421481.603 Msun, 33054326.1834 Msun, 83367155.42 Msun, 0]
[4400, 55546788.9817 Msun, 248612.982253 Msun, 55298175.9995 Msun, 0]
[4401, 77313931.564 Msun, 1846208.08753 Msun, 75467723.4765 Msun, 0]
[4402, 1119377743.7 Msun, 27686768.7507 Msun, 1091690974.95 Msun, 3370641282102632660738302119781051924480L]
[4403, 103035994.507 Msun, 507461.498942 Msun, 102528533.008 Msun, 0]
[4404, 620475876.655 Msun, 5107571.16091 Msun, 615368305.494 Msun, 57719502199046988215828592428486492160L]
[4405, 183535836.34 Msun, 1973164.85641 Msun, 181562671.484 Msun, 73062731363614655996344652460743196672L]
[4406, 1652430812.19 Msun, 7940374.56393 Msun, 1644490437.63 Msun, 0]
[4407, 756982047.898 Msun, 40398206.2515 Msun, 716583841.646 Msun, 10147185309556622934043496861721163726848L]
[4408, 835922726.394 Msun, 259788710.342 Msun, 576134016.051 Msun, 1920436640317572732159627732746674110464L]
[4409, 65289921.5849 Msun, 75058.7988194 Msun, 65214862.7861 Msun, 0]
[4410, 253407787.31 Msun, 15165528.9556 Msun, 238242258.355 Msun, 149036806725173774752976948743926448128L]
[4411, 206205653.396 Msun, 6190974.24895 Msun, 200014679.147 Msun, 0]
[4412, 651638409.876 Msun, 3808672.1113 Msun, 647829737.765 Msun, 435829319983112657071623954222339325952L]
[4413, 65298111.2801 Msun, 83241.1043641 Msun, 65214870.1757 Msun, 0]
[4414, 58410709.792 Msun, 87101.6709592 Msun, 58323608.121 Msun, 0]
[4415, 180986034.661 Msun, 6519456.37393 Msun, 174466578.287 Msun, 0]
[4416, 115994840.598 Msun, 3549738.46173 Msun, 112445102.137 Msun, 0]
[4417, 237641387.827 Msun, 2330190.42181 Msun, 235311197.405 Msun, 0]
[4418, 1228316342.81 Msun, 1141587552.96 Msun, 86728789.8523 Msun, 0]
[4419, 58589738.1758 Msun, 98050.4924406 Msun, 58491687.6834 Msun, 0]
[4420, 108211298.419 Msun, 1527108.4755 Msun, 106684189.944 Msun, 242084540564846291924888389605151211520L]
[4421, 58837467.908 Msun, 9621.10007926 Msun, 58827846.808 Msun, 0]
[4422, 55310283.5436 Msun, 12107.5441551 Msun, 55298175.9995 Msun, 0]
[4423, 440581474.224 Msun, 8769378.37499 Msun, 431812095.849 Msun, 31453780499029132752396113619730825216L]
[4424, 1359598911.83 Msun, 594675530.27 Msun, 764923381.563 Msun, 329520044148723132304759223961392250880L]
[4425, 2147774325.57 Msun, 1550326241.64 Msun, 597448083.93 Msun, 2191021367210984112300778303571602964480L]
[4426, 4536658856.43 Msun, 4314962067.78 Msun, 221696788.654 Msun, 0]
[4427, 67316255.4397 Msun, 84585.6983427 Msun, 67231669.7414 Msun, 0]
[4428, 75680007.075 Msun, 212313.156967 Msun, 75467693.918 Msun, 0]
[4429, 4168837021.65 Msun, 16814977.7053 Msun, 4152022043.95 Msun, 57057900700749281122441134272845507985408L]
[4430, 93650292.5144 Msun, 6753158.80094 Msun, 86897133.7135 Msun, 0]
[4431, 61335930.5964 Msun, 491129.040718 Msun, 60844801.5557 Msun, 0]
[4432, 65859803.8761 Msun, 140695.013518 Msun, 65719108.8626 Msun, 0]
[4433, 334430262.291 Msun, 17096048.6529 Msun, 317334213.638 Msun, 0]
[4434, 59961726.2252 Msun, 2142356.7911 Msun, 57819369.4341 Msun, 0]
[4435, 574525223.673 Msun, 906023.717849 Msun, 573619199.955 Msun, 1933221441145435297952542018653667721216L]
[4436, 2226349067.72 Msun, 1717070935.19 Msun, 509278132.534 Msun, 0]
[4437, 2005164090.08 Msun, 414983012.179 Msun, 1590181077.9 Msun, 38735737000318982943596782088073127133184L]
[4438, 360515798.747 Msun, 2338251.46754 Msun, 358177547.279 Msun, 0]
[4439, 70811882.8439 Msun, 513865.86564 Msun, 70298016.9783 Msun, 2086320102529721364571234904739726491648L]
[4440, 65069651.1443 Msun, 359019.655549 Msun, 64710631.4888 Msun, 0]
[4441, 484100557.727 Msun, 5271007.08306 Msun, 478829550.644 Msun, 3952637420486428880028159657952344539136L]
[4442, 309688053.285 Msun, 2774860.60886 Msun, 306913192.676 Msun, 0]
[4443, 66054849.2187 Msun, 4201873.2636 Msun, 61852975.9551 Msun, 0]
[4444, 313067499.747 Msun, 17919788.3331 Msun, 295147711.414 Msun, 0]
[4445, 62257209.8777 Msun, 2420885.69587 Msun, 59836324.1818 Msun, 0]
[4446, 72676521.1301 Msun, 3091582.33437 Msun, 69584938.7957 Msun, 0]
[4447, 624854507.109 Msun, 9508682.64351 Msun, 615345824.465 Msun, 2686846650752808714167967372658503319552L]
[4448, 1119293781.86 Msun, 143516348.271 Msun, 975777433.586 Msun, 153766574891385031174880829606241239040L]
[4449, 164724069.034 Msun, 67238078.0776 Msun, 97485990.9569 Msun, 0]
[4450, 62192088.0231 Msun, 507117.734146 Msun, 61684970.289 Msun, 0]
[4451, 66361126.4549 Msun, 1314335.8415 Msun, 65046790.6134 Msun, 0]
[4452, 64282814.5052 Msun, 580660.390298 Msun, 63702154.1149 Msun, 0]
[4453, 139787407.449 Msun, 1962166.35567 Msun, 137825241.093 Msun, 0]
[4454, 847957462.836 Msun, 13206473.1054 Msun, 834750989.73 Msun, 5482984729883963741594662387925750120448L]
[4455, 59189677.9489 Msun, 25672.0163201 Msun, 59164005.9326 Msun, 0]
[4456, 498040823.726 Msun, 4054990.10146 Msun, 493985833.625 Msun, 0]
[4457, 565902384.152 Msun, 31188601.5333 Msun, 534713782.618 Msun, 105507217284125009213474943984715431936L]
[4458, 77877381.1234 Msun, 1233100.71069 Msun, 76644280.4127 Msun, 0]
[4459, 3014340309.52 Msun, 35936611.5809 Msun, 2978403697.94 Msun, 16109494743220489588086436713849902071808L]
[4460, 61615226.3504 Msun, 938504.357029 Msun, 60676721.9934 Msun, 0]
[4461, 1733659332.11 Msun, 105899381.063 Msun, 1627759951.05 Msun, 1825102218012254842225323898690271707136L]
[4462, 162716692.122 Msun, 31950844.3736 Msun, 130765847.749 Msun, 0]
[4463, 1177750510.3 Msun, 219170315.192 Msun, 958580195.107 Msun, 379600452769838503283321902999646765056L]
[4464, 95571048.6551 Msun, 562685.80092 Msun, 95008362.8541 Msun, 86317430440481820090853126079904743424L]
[4465, 752817258.962 Msun, 22048122.6136 Msun, 730769136.348 Msun, 2595816098773721577471097439359453888512L]
[4466, 72667022.5852 Msun, 392810.792577 Msun, 72274211.7926 Msun, 0]
[4467, 123355448.477 Msun, 657367.991935 Msun, 122698080.485 Msun, 0]
[4468, 77714334.4581 Msun, 61576.6715743 Msun, 77652757.7865 Msun, 0]
[4469, 72061854.9679 Msun, 964200.111445 Msun, 71097654.8565 Msun, 0]
[4470, 1144078329.8 Msun, 18791640.8678 Msun, 1125286688.93 Msun, 9011833655470854110455802121284921327616L]
[4471, 513193522.772 Msun, 7778278.91017 Msun, 505415243.862 Msun, 0]
[4472, 62167692.5252 Msun, 314413.59572 Msun, 61853278.9295 Msun, 0]
[4473, 57511153.7968 Msun, 27943.4873326 Msun, 57483210.3095 Msun, 0]
[4474, 406231281.693 Msun, 103520033.737 Msun, 302711247.956 Msun, 0]
[4475, 64034027.3932 Msun, 163934.118811 Msun, 63870093.2744 Msun, 0]
[4476, 71205737.9094 Msun, 444242.177518 Msun, 70761495.7319 Msun, 0]
[4477, 818205337.38 Msun, 2147407.20537 Msun, 816057930.175 Msun, 5076124647685972310756393925888886964224L]
[4478, 428903129.527 Msun, 25929603.013 Msun, 402973526.514 Msun, 506837703049976997248704537518246199296L]
[4479, 63878059.267 Msun, 7825.58981143 Msun, 63870233.6772 Msun, 0]
[4480, 92873149.2015 Msun, 5471784.19069 Msun, 87401365.0108 Msun, 0]
[4481, 70709622.4229 Msun, 2133161.00102 Msun, 68576461.4219 Msun, 0]
[4482, 409383076.246 Msun, 94574092.744 Msun, 314808983.502 Msun, 994609561046804347488034898312544911360L]
[4483, 584677987.627 Msun, 28937626.9283 Msun, 555740360.699 Msun, 141011062944585260484333204574346149888L]
[4484, 730536983.733 Msun, 216216911.642 Msun, 514320072.091 Msun, 0]
[4485, 1409482139.27 Msun, 790278194.674 Msun, 619203944.591 Msun, 0]
[4486, 1872604732.44 Msun, 1742847773.01 Msun, 129756959.435 Msun, 0]
[4487, 173722066.501 Msun, 1944753.82187 Msun, 171777312.679 Msun, 0]
[4488, 94368197.0008 Msun, 1252119.48195 Msun, 93116077.5189 Msun, 0]
