halo, total_mass, baryon_mass, particle_mass, star_mass 
[855, 2421811860.88 Msun, 1539902886.4 Msun, 881908974.478 Msun, 0]
[856, 2346413267.65 Msun, 594675530.27 Msun, 1751737737.38 Msun, 374359988252252492433259462230613688320L]
[857, 1518487248.16 Msun, 716920193.618 Msun, 801567054.539 Msun, 0]
[858, 3230036066.45 Msun, 2410148487.41 Msun, 819887579.038 Msun, 0]
[859, 1584953936.01 Msun, 790278194.674 Msun, 794675741.333 Msun, 0]
[860, 1019362906.77 Msun, 185356481.927 Msun, 834006424.844 Msun, 0]
[861, 11946874236.6 Msun, 160139890.169 Msun, 11786734346.4 Msun, 116279870527921870550247708157195531059200L]
[862, 1612904631.12 Msun, 821086183.806 Msun, 791818447.315 Msun, 0]
[863, 9262455590.36 Msun, 8436517072.03 Msun, 825938518.329 Msun, 0]
[864, 9332208527.43 Msun, 8436517072.03 Msun, 895691455.401 Msun, 0]
[865, 6061685235.5 Msun, 5261462787.9 Msun, 800222447.599 Msun, 0]
[866, 1617663211.81 Msun, 836265675.185 Msun, 781397536.621 Msun, 0]
[867, 2727498195.38 Msun, 1940554055.37 Msun, 786944140.008 Msun, 0]
[868, 4332938566.22 Msun, 3547339040.54 Msun, 785599525.678 Msun, 0]
[869, 5630782707.79 Msun, 290402980.101 Msun, 5340379727.69 Msun, 0]
[870, 5235192020.76 Msun, 4314962067.78 Msun, 920229952.979 Msun, 0]
[871, 2335917491.3 Msun, 1497709062.61 Msun, 838208428.681 Msun, 0]
[872, 1325392105.81 Msun, 546851929.143 Msun, 778540176.672 Msun, 0]
[873, 3223717416.06 Msun, 2273662538.82 Msun, 950054877.239 Msun, 149036890211753215646123860213983346688L]
[874, 2808332088.75 Msun, 2017522140.4 Msun, 790809948.348 Msun, 0]
[875, 1598855738.47 Msun, 809222303.297 Msun, 789633435.174 Msun, 0]
[876, 6028573881.81 Msun, 5242302037.88 Msun, 786271843.928 Msun, 0]
[877, 4813833120.29 Msun, 3958144593.32 Msun, 855688526.962 Msun, 0]
[878, 2734725594.96 Msun, 1940554055.37 Msun, 794171539.594 Msun, 0]
[879, 5092493774.46 Msun, 4314962067.78 Msun, 777531706.687 Msun, 0]
[880, 2506374388.8 Msun, 1729346920.8 Msun, 777027468.001 Msun, 0]
[881, 1748987209.91 Msun, 972463980.597 Msun, 776523229.314 Msun, 0]
[882, 1637820579.57 Msun, 15046961.8157 Msun, 1622773617.75 Msun, 5612892775473395355473672979989739339776L]
[883, 1162308049.26 Msun, 16720497.4418 Msun, 1145587551.82 Msun, 1586065745627490321344344903716387684352L]
[884, 39083234895.7 Msun, 562276722.876 Msun, 38520958172.8 Msun, 656686634522940469520107890550226735333376L]
[885, 5908292046.87 Msun, 1274549848.1 Msun, 4633742198.77 Msun, 0]
[886, 1474396373.64 Msun, 15988655.1671 Msun, 1458407718.48 Msun, 4641897563373687866374873305220152033280L]
[887, 2984044947.22 Msun, 790278194.674 Msun, 2193766752.54 Msun, 0]
[888, 23900073751.4 Msun, 314120545.362 Msun, 23585953206.1 Msun, 27782306029134622302585787196372070432768L]
[889, 2173600741.8 Msun, 46217721.6659 Msun, 2127383020.14 Msun, 0]
[890, 1171684579.39 Msun, 15041974.8557 Msun, 1156642604.53 Msun, 173437214615919686906944134027078008832L]
[891, 3254202851.16 Msun, 259028964.252 Msun, 2995173886.91 Msun, 0]
[892, 2295641926.72 Msun, 826294274.487 Msun, 1469347652.23 Msun, 0]
[893, 4022905145.24 Msun, 3106538997.15 Msun, 916366148.089 Msun, 0]
[894, 1137390822.43 Msun, 27380234.3401 Msun, 1110010588.09 Msun, 1363027746825963625500656955997516988416L]
[895, 4443313429.11 Msun, 3211295555.03 Msun, 1232017874.07 Msun, 0]
[896, 1911296805.14 Msun, 73032094.6085 Msun, 1838264710.54 Msun, 0]
[897, 12918346580.4 Msun, 570671415.547 Msun, 12347675164.9 Msun, 545860328004367944233630260039444152188928L]
[898, 12222003522.8 Msun, 1457730641.59 Msun, 10764272881.2 Msun, 8007192353002856198988083276587135401984L]
[899, 3870717887.09 Msun, 2598192632.16 Msun, 1272525254.92 Msun, 0]
[900, 3095022920.47 Msun, 2261519417.43 Msun, 833503503.045 Msun, 0]
[901, 2671042851.29 Msun, 1222204785.22 Msun, 1448838066.08 Msun, 0]
[902, 3935042979.42 Msun, 3211295555.03 Msun, 723747424.386 Msun, 0]
[903, 5107958300.82 Msun, 4314962067.78 Msun, 792996233.039 Msun, 0]
[904, 1230650260.79 Msun, 392776851.118 Msun, 837873409.669 Msun, 0]
[905, 24224877557.6 Msun, 445088932.729 Msun, 23779788624.9 Msun, 371095155172951982002308770115143029751808L]
[906, 3667933352.83 Msun, 2892417497.72 Msun, 775515855.105 Msun, 0]
[907, 3618865664.33 Msun, 2898984056.25 Msun, 719881608.08 Msun, 0]
[908, 48532936627.6 Msun, 842005952.349 Msun, 47690930675.3 Msun, 758398099629480085564430571281947989901312L]
[909, 11983080544.4 Msun, 11213951594.4 Msun, 769128949.971 Msun, 0]
[910, 953308830.623 Msun, 185356481.927 Msun, 767952348.697 Msun, 0]
[911, 2469380520.61 Msun, 1548141155.91 Msun, 921239364.708 Msun, 0]
[912, 1775253172.65 Msun, 942758410.705 Msun, 832494761.948 Msun, 0]
[913, 3263404329.94 Msun, 1689852245.43 Msun, 1573552084.52 Msun, 0]
[914, 2065834374.09 Msun, 1353516301.4 Msun, 712318072.69 Msun, 0]
[915, 1740202205.84 Msun, 1028724508.79 Msun, 711477697.047 Msun, 0]
[916, 2729840220.48 Msun, 2017522140.4 Msun, 712318080.079 Msun, 0]
[917, 5025263193.11 Msun, 4314962067.78 Msun, 710301125.332 Msun, 0]
[918, 2493259263.72 Msun, 1717070935.19 Msun, 776188328.536 Msun, 0]
[919, 2514646250.77 Msun, 1791907296.37 Msun, 722738954.401 Msun, 0]
[920, 1333804793.44 Msun, 308522583.694 Msun, 1025282209.74 Msun, 0]
[921, 3330158805.05 Msun, 2620193846.24 Msun, 709964958.817 Msun, 0]
[922, 754931988.85 Msun, 36563088.2895 Msun, 718368900.56 Msun, 0]
[923, 5955757056.66 Msun, 5246800553.05 Msun, 708956503.612 Msun, 0]
[924, 5973780853.2 Msun, 5261462787.9 Msun, 712318065.3 Msun, 0]
[925, 704141756.866 Msun, 563799.247564 Msun, 703577957.618 Msun, 0]
[926, 1034691439.11 Msun, 329768844.994 Msun, 704922594.117 Msun, 0]
[927, 5026271677.3 Msun, 4314962067.78 Msun, 711309609.519 Msun, 0]
[928, 5735202540.68 Msun, 4174758476.13 Msun, 1560444064.55 Msun, 0]
[929, 3105948092.02 Msun, 2261519417.43 Msun, 844428674.595 Msun, 0]
[930, 5952435097.85 Msun, 5242302037.88 Msun, 710133059.973 Msun, 0]
[931, 1166231140.61 Msun, 463493537.045 Msun, 702737603.569 Msun, 0]
[932, 2909511259.28 Msun, 2202739775.78 Msun, 706771483.506 Msun, 0]
[933, 3660009267.84 Msun, 25615456.001 Msun, 3634393811.84 Msun, 5031943797328757614627420933885469392896L]
[934, 1533705487.21 Msun, 830127485.833 Msun, 703578001.38 Msun, 0]
[935, 1795059397.18 Msun, 1088119826.72 Msun, 706939570.458 Msun, 0]
[936, 3604579004.99 Msun, 2898984056.25 Msun, 705594948.738 Msun, 0]
[937, 1724142607.75 Msun, 983250943.541 Msun, 740891664.213 Msun, 0]
[938, 993702577.565 Msun, 268274233.084 Msun, 725428344.481 Msun, 0]
[939, 1671759766.46 Msun, 961458656.488 Msun, 710301109.977 Msun, 0]
[940, 715786770.602 Msun, 9855721.85622 Msun, 705931048.746 Msun, 0]
[941, 1453031471.64 Msun, 751974678.47 Msun, 701056793.167 Msun, 0]
[942, 2291177154.91 Msun, 1580875971.04 Msun, 710301183.873 Msun, 0]
[943, 2913377096.6 Msun, 2202739775.78 Msun, 710637320.828 Msun, 0]
[944, 3603066266.76 Msun, 2898984056.25 Msun, 704082210.509 Msun, 0]
[945, 986475156.386 Msun, 268274233.084 Msun, 718200923.301 Msun, 0]
[946, 1921491523.82 Msun, 1203290600.52 Msun, 718200923.301 Msun, 0]
[947, 1169424637.52 Msun, 463493537.045 Msun, 705931100.473 Msun, 0]
[948, 1796731602.12 Msun, 791798222.272 Msun, 1004933379.85 Msun, 0]
[949, 2020446701.71 Msun, 1312834790.83 Msun, 707611910.876 Msun, 0]
[950, 5944703437.99 Msun, 5242302037.88 Msun, 702401400.107 Msun, 0]
[951, 1297581206.01 Msun, 594675530.27 Msun, 702905675.742 Msun, 0]
[952, 2755035290.7 Msun, 2039691793.28 Msun, 715343497.422 Msun, 0]
[953, 1901624066.68 Msun, 925591115.335 Msun, 976032951.349 Msun, 0]
[954, 2906485856.72 Msun, 2202739775.78 Msun, 703746080.943 Msun, 0]
[955, 1717171364.58 Msun, 1016786874.88 Msun, 700384489.697 Msun, 0]
[956, 2773852740.11 Msun, 2070274738.73 Msun, 703578001.38 Msun, 0]
[957, 1805984553.95 Msun, 1088119826.72 Msun, 717864727.229 Msun, 0]
[958, 6366777607.6 Msun, 2947215929.87 Msun, 3419561677.73 Msun, 0]
[959, 882718591.235 Msun, 169728229.854 Msun, 712990361.38 Msun, 0]
[960, 14481414641.5 Msun, 351155251.509 Msun, 14130259390.0 Msun, 38391967538352771538055484243225121652736L]
[961, 1172450084.42 Msun, 463493537.045 Msun, 708956547.374 Msun, 0]
[962, 3282799305.77 Msun, 2581406338.7 Msun, 701392967.07 Msun, 0]
[963, 5015010383.57 Msun, 4314962067.78 Msun, 700048315.793 Msun, 0]
[964, 2841225028.01 Msun, 2135966267.96 Msun, 705258760.055 Msun, 0]
[965, 1484160218.92 Msun, 780750297.099 Msun, 703409921.818 Msun, 0]
[966, 5085939973.64 Msun, 4314962067.78 Msun, 770977905.866 Msun, 0]
[967, 2424346686.94 Msun, 1717070935.19 Msun, 707275751.751 Msun, 0]
[968, 3921260579.78 Msun, 3211295555.03 Msun, 709965024.748 Msun, 0]
[969, 1943526803.97 Msun, 1242470018.2 Msun, 701056785.777 Msun, 0]
[970, 2906485856.72 Msun, 2202739775.78 Msun, 703746080.943 Msun, 0]
[971, 1276929468.76 Msun, 575032263.002 Msun, 701897205.757 Msun, 0]
[972, 783996147.615 Msun, 77896967.5792 Msun, 706099180.036 Msun, 0]
[973, 3616344463.51 Msun, 2898984056.25 Msun, 717360407.256 Msun, 0]
[974, 1790689350.73 Msun, 1088119826.72 Msun, 702569524.007 Msun, 0]
[975, 1280885855.7 Msun, 577812093.011 Msun, 703073762.693 Msun, 0]
[976, 3893418321.36 Msun, 3183117137.48 Msun, 710301183.873 Msun, 0]
[977, 1795563658.04 Msun, 1088119826.72 Msun, 707443831.313 Msun, 0]
[978, 2907830493.22 Msun, 2202739775.78 Msun, 705090717.441 Msun, 0]
[979, 2020390992.37 Msun, 1316140672.74 Msun, 704250319.63 Msun, 0]
[980, 929394522.999 Msun, 227497324.631 Msun, 701897198.368 Msun, 0]
[981, 3295405199.05 Msun, 2581406338.7 Msun, 713998860.347 Msun, 0]
[982, 2909007050.15 Msun, 2202739775.78 Msun, 706267274.377 Msun, 0]
[983, 1361503394.83 Msun, 659101950.381 Msun, 702401444.444 Msun, 0]
[984, 1505452153.62 Msun, 806916539.112 Msun, 698535614.511 Msun, 0]
[985, 2632390435.4 Msun, 1932846358.29 Msun, 699544077.106 Msun, 0]
[986, 1631973433.24 Msun, 929740075.746 Msun, 702233357.492 Msun, 0]
[987, 3913192760.79 Msun, 3211295555.03 Msun, 701897205.757 Msun, 0]
[988, 3283639688.8 Msun, 2581406338.7 Msun, 702233350.103 Msun, 0]
[989, 2285966688.48 Msun, 1580875971.04 Msun, 705090717.441 Msun, 0]
[990, 1302959752.01 Msun, 594675530.27 Msun, 708284221.735 Msun, 0]
[991, 1424389393.53 Msun, 719802914.779 Msun, 704586478.754 Msun, 0]
[992, 3235364711.16 Msun, 2529601675.47 Msun, 705763035.69 Msun, 0]
[993, 803733582.169 Msun, 102172535.536 Msun, 701561046.633 Msun, 0]
[994, 2631045791.51 Msun, 1932846358.29 Msun, 698199433.218 Msun, 0]
[995, 887253687.684 Msun, 185356481.927 Msun, 701897205.757 Msun, 0]
[996, 2282437017.67 Msun, 1580875971.04 Msun, 701561046.633 Msun, 0]
[997, 2719675424.4 Msun, 2020803650.76 Msun, 698871773.636 Msun, 0]
[998, 2281932778.98 Msun, 1580875971.04 Msun, 701056807.946 Msun, 0]
[999, 1676719933.67 Msun, 977680080.474 Msun, 699039853.198 Msun, 0]
[1000, 3599872784.64 Msun, 2898984056.25 Msun, 700888728.383 Msun, 0]
[1001, 1541168065.68 Msun, 827673428.669 Msun, 713494637.015 Msun, 0]
[1002, 5941678013.26 Msun, 5242302037.88 Msun, 699375975.375 Msun, 0]
[1003, 4804228728.39 Msun, 4102499602.19 Msun, 701729126.195 Msun, 0]
[1004, 779289934.65 Msun, 77896967.5792 Msun, 701392967.07 Msun, 0]
[1005, 2647091505.86 Msun, 1947043175.29 Msun, 700048330.572 Msun, 0]
[1006, 1494696593.87 Msun, 790278194.674 Msun, 704418399.192 Msun, 0]
[1007, 1786487361.67 Msun, 1088119826.72 Msun, 698367534.949 Msun, 0]
[1008, 5015178477.91 Msun, 4314962067.78 Msun, 700216410.134 Msun, 0]
[1009, 3650121613.0 Msun, 2947215929.87 Msun, 702905683.131 Msun, 0]
[1010, 1173504938.81 Msun, 477658612.074 Msun, 695846326.735 Msun, 0]
[1011, 2352191289.12 Msun, 929740075.746 Msun, 1422451213.37 Msun, 0]
[1012, 1279803682.37 Msun, 313518627.208 Msun, 966285055.16 Msun, 0]
[1013, 4247555450.67 Msun, 3547339040.54 Msun, 700216410.134 Msun, 0]
[1014, 2973542782.44 Msun, 2273662538.82 Msun, 699880243.62 Msun, 0]
[1015, 2733037977.68 Msun, 2025762277.08 Msun, 707275700.6 Msun, 0]
[1016, 1060528089.82 Msun, 360815955.325 Msun, 699712134.499 Msun, 0]
[1017, 2195572336.71 Msun, 1497709062.61 Msun, 697863274.093 Msun, 0]
[1018, 3880644237.67 Msun, 3183117137.48 Msun, 697527100.189 Msun, 0]
[1019, 1615407315.66 Msun, 917375939.832 Msun, 698031375.824 Msun, 0]
[1020, 1351735984.77 Msun, 652864211.137 Msun, 698871773.636 Msun, 0]
[1021, 2237934262.22 Msun, 1539902886.4 Msun, 698031375.824 Msun, 0]
[1022, 8281122697.1 Msun, 4314962067.78 Msun, 3966160629.33 Msun, 0]
[1023, 4247891609.8 Msun, 3547339040.54 Msun, 700552569.259 Msun, 0]
[1024, 5015682716.6 Msun, 4314962067.78 Msun, 700720648.821 Msun, 0]
[1025, 2256214571.78 Msun, 1554821612.09 Msun, 701392959.681 Msun, 0]
[1026, 2726651005.46 Msun, 2025762277.08 Msun, 700888728.383 Msun, 0]
[1027, 2019438224.34 Msun, 1312834790.83 Msun, 706603433.502 Msun, 0]
[1028, 22471164021.5 Msun, 21769939134.0 Msun, 701224887.508 Msun, 0]
[1029, 1247873039.18 Msun, 548160867.73 Msun, 699712171.447 Msun, 0]
[1030, 5960502641.1 Msun, 5261462787.9 Msun, 699039853.198 Msun, 0]
[1031, 2273634057.2 Msun, 1572577264.03 Msun, 701056793.167 Msun, 0]
[1032, 1405031780.91 Msun, 690360616.517 Msun, 714671164.393 Msun, 0]
[1033, 1275339207.98 Msun, 577812093.011 Msun, 697527114.968 Msun, 0]
[1034, 4344643451.21 Msun, 3645267438.89 Msun, 699376012.323 Msun, 0]
[1035, 5013665761.85 Msun, 4314962067.78 Msun, 698703694.073 Msun, 0]
[1036, 1275339230.15 Msun, 577812093.011 Msun, 697527137.137 Msun, 0]
[1037, 2053131387.6 Msun, 1357285046.08 Msun, 695846341.514 Msun, 0]
[1038, 4245034257.24 Msun, 3547339040.54 Msun, 697695216.7 Msun, 0]
[1039, 2279747744.67 Msun, 1580875971.04 Msun, 698871773.636 Msun, 0]
[1040, 4804564887.51 Msun, 4102499602.19 Msun, 702065285.32 Msun, 0]
[1041, 1105310664.04 Msun, 405934659.112 Msun, 699376004.933 Msun, 0]
[1042, 2771331524.5 Msun, 2070274738.73 Msun, 701056785.777 Msun, 0]
[1043, 3914201238.16 Msun, 3211295555.03 Msun, 702905683.131 Msun, 0]
[1044, 753017349.296 Msun, 44060801.9216 Msun, 708956547.374 Msun, 0]
[1045, 5964872709.72 Msun, 5261462787.9 Msun, 703409921.818 Msun, 0]
[1046, 1986073055.91 Msun, 1289890555.27 Msun, 696182500.639 Msun, 0]
[1047, 2759086122.86 Msun, 2017522140.4 Msun, 741563982.462 Msun, 0]
[1048, 696514852.199 Msun, 500438.511764 Msun, 696014413.687 Msun, 0]
[1049, 1530962282.64 Msun, 830913959.462 Msun, 700048323.182 Msun, 0]
[1050, 2055652573.64 Msun, 1357285046.08 Msun, 698367527.559 Msun, 0]
[1051, 2969596152.69 Msun, 2272741333.8 Msun, 696854818.888 Msun, 0]
[1052, 2425187040.99 Msun, 1717070935.19 Msun, 708116105.801 Msun, 0]
[1053, 11913327606.7 Msun, 11213951594.4 Msun, 699376012.323 Msun, 0]
[1054, 4368304281.35 Msun, 3653128833.93 Msun, 715175447.418 Msun, 0]
[1055, 2280420062.92 Msun, 1580875971.04 Msun, 699544091.885 Msun, 0]
[1056, 1803968464.31 Msun, 1109802933.19 Msun, 694165531.112 Msun, 0]
[1057, 4541879232.51 Msun, 3121276901.71 Msun, 1420602330.8 Msun, 0]
[1058, 5019212387.41 Msun, 4314962067.78 Msun, 704250319.63 Msun, 0]
[1059, 1620100108.76 Msun, 923077210.309 Msun, 697022898.45 Msun, 0]
[1060, 9137405785.63 Msun, 8436517072.03 Msun, 700888713.604 Msun, 0]
[1061, 1662179297.92 Msun, 961458656.488 Msun, 700720641.432 Msun, 0]
[1062, 2904132742.85 Msun, 2202739775.78 Msun, 701392967.07 Msun, 0]
[1063, 4874302568.02 Msun, 4174758476.13 Msun, 699544091.885 Msun, 0]
[1064, 3170108922.87 Msun, 2469220194.49 Msun, 700888728.383 Msun, 0]
[1065, 1846996847.04 Msun, 1109802933.19 Msun, 737193913.842 Msun, 0]
[1066, 1553110767.52 Msun, 855247471.255 Msun, 697863296.262 Msun, 0]
[1067, 4247387371.11 Msun, 3547339040.54 Msun, 700048330.572 Msun, 0]
[1068, 1495825407.07 Msun, 795272837.807 Msun, 700552569.259 Msun, 0]
[1069, 1186141813.82 Msun, 489959313.186 Msun, 696182500.639 Msun, 0]
[1070, 1674534891.97 Msun, 977680080.474 Msun, 696854811.498 Msun, 0]
[1071, 1771535379.58 Msun, 1074344401.57 Msun, 697190978.013 Msun, 0]
[1072, 3818299792.77 Msun, 3121276901.71 Msun, 697022891.061 Msun, 0]
[1073, 3166747331.63 Msun, 2469220194.49 Msun, 697527137.137 Msun, 0]
[1074, 944430898.212 Msun, 248584556.698 Msun, 695846341.514 Msun, 0]
[1075, 11911310652.0 Msun, 11213951594.4 Msun, 697359057.575 Msun, 0]
[1076, 4248900087.17 Msun, 3547339040.54 Msun, 701561046.633 Msun, 0]
[1077, 1355452530.58 Msun, 659101950.381 Msun, 696350580.201 Msun, 0]
[1078, 882628170.202 Msun, 185356481.927 Msun, 697271688.275 Msun, 160485565859062729216917634911542706176L]
[1079, 6087233321.58 Msun, 5261462787.9 Msun, 825770533.68 Msun, 0]
[1080, 1324889867.29 Msun, 625177695.844 Msun, 699712171.447 Msun, 0]
[1081, 4343130735.15 Msun, 3645267438.89 Msun, 697863296.262 Msun, 0]
[1082, 1363322012.77 Msun, 665290651.722 Msun, 698031361.045 Msun, 0]
[1083, 1199265789.27 Msun, 500898254.321 Msun, 698367534.949 Msun, 0]
[1084, 971680012.541 Msun, 275665591.464 Msun, 696014421.077 Msun, 0]
[1085, 756846634.69 Msun, 57974883.2232 Msun, 698871751.467 Msun, 0]
[1086, 2892223124.39 Msun, 2194695987.25 Msun, 697527137.137 Msun, 0]
[1087, 774919866.03 Msun, 77896967.5792 Msun, 697022898.45 Msun, 0]
[1088, 1421027802.29 Msun, 719802914.779 Msun, 701224887.508 Msun, 0]
[1089, 2844519393.74 Msun, 2147832654.41 Msun, 696686739.326 Msun, 0]
[1090, 1784243301.98 Msun, 1054108846.84 Msun, 730134455.143 Msun, 0]
[1091, 1032768355.5 Msun, 334905074.017 Msun, 697863281.483 Msun, 0]
[1092, 2050034946.39 Msun, 1353516301.4 Msun, 696518644.984 Msun, 0]
[1093, 2011780544.04 Msun, 1315934202.53 Msun, 695846341.514 Msun, 0]
[1094, 1162365310.68 Msun, 463493537.045 Msun, 698871773.636 Msun, 0]
[1095, 2723457493.78 Msun, 2025762277.08 Msun, 697695216.7 Msun, 0]
[1096, 829155759.175 Msun, 133309417.661 Msun, 695846341.514 Msun, 0]
[1097, 2772003864.92 Msun, 2070274738.73 Msun, 701729126.195 Msun, 0]
[1098, 2843510916.36 Msun, 2147832654.41 Msun, 695678261.952 Msun, 0]
[1099, 2901107310.72 Msun, 2202739775.78 Msun, 698367534.949 Msun, 0]
[1100, 1438049184.05 Msun, 738673171.73 Msun, 699376012.323 Msun, 0]
[1101, 1210153170.3 Msun, 514306828.788 Msun, 695846341.514 Msun, 0]
[1102, 1793882818.65 Msun, 1088119826.72 Msun, 705762991.929 Msun, 0]
[1103, 2446509601.23 Msun, 1665616318.08 Msun, 780893283.154 Msun, 0]
[1104, 1932208456.42 Msun, 1228462375.48 Msun, 703746080.943 Msun, 0]
[1105, 1165894981.49 Msun, 463493537.045 Msun, 702401444.444 Msun, 0]
[1106, 3593653840.83 Msun, 2898984056.25 Msun, 694669784.578 Msun, 0]
[1107, 1492463815.82 Msun, 795272837.807 Msun, 697190978.013 Msun, 0]
[1108, 927167336.76 Msun, 228799801.811 Msun, 698367534.949 Msun, 0]
[1109, 847935737.916 Msun, 151248998.59 Msun, 696686739.326 Msun, 0]
[1110, 797277750.209 Msun, 100759090.446 Msun, 696518659.763 Msun, 0]
[1111, 838291390.135 Msun, 143117366.87 Msun, 695174023.265 Msun, 0]
[1112, 1036298033.7 Msun, 334905074.017 Msun, 701392959.681 Msun, 0]
[1113, 3234065868.13 Msun, 2273662538.82 Msun, 960403329.306 Msun, 0]
[1114, 1966012574.92 Msun, 1263611152.65 Msun, 702401422.275 Msun, 0]
[1115, 1904340466.3 Msun, 1207989886.1 Msun, 696350580.201 Msun, 0]
[1116, 2842334352.04 Msun, 2147832654.41 Msun, 694501697.626 Msun, 0]
[1117, 697627444.124 Msun, 2789594.76251 Msun, 694837849.361 Msun, 0]
[1118, 1438004700.96 Msun, 742326446.4 Msun, 695678254.562 Msun, 0]
[1119, 1341345187.31 Msun, 645498845.794 Msun, 695846341.514 Msun, 0]
[1120, 1658985793.63 Msun, 961458656.488 Msun, 697527137.137 Msun, 0]
[1121, 2643225675.93 Msun, 1947043175.29 Msun, 696182500.639 Msun, 0]
[1122, 920473858.525 Msun, 224795596.574 Msun, 695678261.952 Msun, 0]
[1123, 2276890392.11 Msun, 1580875971.04 Msun, 696014421.077 Msun, 0]
[1124, 4797673625.46 Msun, 4102499602.19 Msun, 695174023.265 Msun, 0]
[1125, 1413800381.11 Msun, 719802914.779 Msun, 693997466.329 Msun, 0]
[1126, 5955796413.36 Msun, 5261462787.9 Msun, 694333625.453 Msun, 0]
[1127, 2995363285.63 Msun, 2299853103.24 Msun, 695510182.39 Msun, 0]
[1128, 2723121334.65 Msun, 2025762277.08 Msun, 697359057.575 Msun, 0]
[1129, 1882575652.34 Msun, 1175972262.6 Msun, 706603389.74 Msun, 0]
[1130, 729116783.714 Msun, 33942760.4489 Msun, 695174023.265 Msun, 0]
[1131, 3167755809.0 Msun, 2469220194.49 Msun, 698535614.511 Msun, 0]
[1132, 1000097590.67 Msun, 305595885.656 Msun, 694501705.016 Msun, 0]
[1133, 4243689620.74 Msun, 3547339040.54 Msun, 696350580.201 Msun, 0]
[1134, 721188342.773 Msun, 25678167.7727 Msun, 695510175.0 Msun, 0]
[1135, 3800200296.96 Msun, 3106538997.15 Msun, 693661299.815 Msun, 0]
[1136, 1038663998.46 Msun, 343658069.533 Msun, 695005928.923 Msun, 0]
[1137, 1550242628.2 Msun, 855572851.011 Msun, 694669777.188 Msun, 0]
[1138, 1187401313.07 Msun, 493908092.817 Msun, 693493220.252 Msun, 0]
[1139, 1360328135.31 Msun, 663641395.981 Msun, 696686739.326 Msun, 0]
[1140, 1684085061.17 Msun, 988911037.903 Msun, 695174023.265 Msun, 0]
[1141, 2832821086.84 Msun, 2135966267.96 Msun, 696854818.888 Msun, 0]
[1142, 944430898.212 Msun, 248584556.698 Msun, 695846341.514 Msun, 0]
[1143, 4243857700.3 Msun, 3547339040.54 Msun, 696518659.763 Msun, 0]
[1144, 1073091459.3 Msun, 377413197.352 Msun, 695678261.952 Msun, 0]
[1145, 2010099748.42 Msun, 1315934202.53 Msun, 694165545.891 Msun, 0]
[1146, 1593480463.16 Msun, 895112928.215 Msun, 698367534.949 Msun, 0]
[1147, 1604072237.71 Msun, 908730134.884 Msun, 695342102.827 Msun, 0]
[1148, 1413800381.11 Msun, 719802914.779 Msun, 693997466.329 Msun, 0]
[1149, 1908206296.24 Msun, 1207989886.1 Msun, 700216410.134 Msun, 0]
[1150, 1901658135.47 Msun, 1203290600.52 Msun, 698367534.949 Msun, 0]
[1151, 2384522015.22 Msun, 1689852245.43 Msun, 694669769.799 Msun, 0]
[1152, 2135291336.32 Msun, 1438772676.56 Msun, 696518659.763 Msun, 0]
[1153, 1656296520.63 Msun, 961458656.488 Msun, 694837864.14 Msun, 0]
[1154, 1447648282.24 Msun, 750457304.225 Msun, 697190978.013 Msun, 0]
[1155, 1616079633.91 Msun, 917375939.832 Msun, 698703694.073 Msun, 0]
[1156, 1255108294.22 Msun, 557581157.08 Msun, 697527137.137 Msun, 0]
[1157, 1134637615.06 Msun, 438959353.11 Msun, 695678261.952 Msun, 0]
[1158, 1930333809.2 Msun, 1237344820.25 Msun, 692988988.955 Msun, 0]
[1159, 1767925257.56 Msun, 1074095870.79 Msun, 693829386.767 Msun, 0]
[1160, 1845597788.06 Msun, 1147230253.11 Msun, 698367534.949 Msun, 0]
[1161, 2959550793.25 Msun, 2261519417.43 Msun, 698031375.824 Msun, 0]
[1162, 4686607325.28 Msun, 3991769461.14 Msun, 694837864.14 Msun, 0]
[1163, 2716649992.28 Msun, 2020803650.76 Msun, 695846341.514 Msun, 0]
[1164, 4243185382.05 Msun, 3547339040.54 Msun, 695846341.514 Msun, 0]
[1165, 4242176904.68 Msun, 3547339040.54 Msun, 694837864.14 Msun, 0]
[1166, 2502517188.28 Msun, 1807175085.45 Msun, 695342102.827 Msun, 0]
[1167, 1625418337.7 Msun, 929740075.746 Msun, 695678261.952 Msun, 0]
[1168, 1241335328.16 Msun, 545993225.335 Msun, 695342102.827 Msun, 0]
[1169, 5011480727.54 Msun, 4314962067.78 Msun, 696518659.763 Msun, 0]
[1170, 1482173440.65 Msun, 787335576.515 Msun, 694837864.14 Msun, 0]
[1171, 2721608618.59 Msun, 2025762277.08 Msun, 695846341.514 Msun, 0]
[1172, 2890542328.77 Msun, 2194695987.25 Msun, 695846341.514 Msun, 0]
[1173, 2429227171.81 Msun, 1729346920.8 Msun, 699880251.01 Msun, 0]
[1174, 1415649256.29 Msun, 719802914.779 Msun, 695846341.514 Msun, 0]
[1175, 1673022183.3 Msun, 977680080.474 Msun, 695342102.827 Msun, 0]
[1176, 3165738854.25 Msun, 2469220194.49 Msun, 696518659.763 Msun, 0]
[1177, 1026972794.48 Msun, 331126452.963 Msun, 695846341.514 Msun, 0]
[1178, 2155290431.52 Msun, 1461292965.19 Msun, 693997466.329 Msun, 0]
[1179, 752164143.341 Msun, 58334756.5747 Msun, 693829386.767 Msun, 0]
