halo, total_mass, baryon_mass, particle_mass, star_mass 
[989, 5580939896.67 Msun, 546230350.349 Msun, 5034709546.32 Msun, 0]
[990, 8050007655.95 Msun, 474488699.619 Msun, 7575518956.33 Msun, 114802292]
[991, 2050656065.41 Msun, 180002835.205 Msun, 1870653230.21 Msun, 137139912]
[992, 3640682050.95 Msun, 118788564.062 Msun, 3521893486.89 Msun, 886356]
[993, 4334700418.15 Msun, 2564412531.44 Msun, 1770287886.72 Msun, 0]
[994, 1662393069.21 Msun, 60601207.4655 Msun, 1601791861.74 Msun, 24659845]
[995, 1684706434.37 Msun, 44651275.7413 Msun, 1640055158.63 Msun, 0]
[996, 2346159404.57 Msun, 74846644.2571 Msun, 2271312760.32 Msun, 0]
[997, 1385751253.06 Msun, 45921095.8537 Msun, 1339830157.2 Msun, 213787834]
[998, 4850267645.81 Msun, 583121458.04 Msun, 4267146187.77 Msun, 0]
[999, 2226396164.33 Msun, 134197845.912 Msun, 2092198318.42 Msun, 545987]
[1000, 4726777965.61 Msun, 1004011329.05 Msun, 3722766636.56 Msun, 0]
[1001, 2857916299.04 Msun, 154658217.08 Msun, 2703258081.96 Msun, 19147932]
[1002, 4195750501.11 Msun, 459994330.788 Msun, 3735756170.32 Msun, 0]
[1003, 3059577008.73 Msun, 128665845.795 Msun, 2930911162.93 Msun, 0]
[1004, 1682843795.95 Msun, 25068907.7555 Msun, 1657774888.19 Msun, 681503]
[1005, 1864993715.04 Msun, 42241607.5564 Msun, 1822752107.49 Msun, 0]
[1006, 10086913177.0 Msun, 4741635687.14 Msun, 5345277489.85 Msun, 0]
[1007, 2254129582.6 Msun, 114330640.157 Msun, 2139798942.44 Msun, 68472]
[1008, 7911680179.39 Msun, 1289717085.7 Msun, 6621963093.69 Msun, 0]
[1009, 14677378966.7 Msun, 808326728.236 Msun, 13869052238.4 Msun, 71299041]
[1010, 1868175308.99 Msun, 39518867.9732 Msun, 1828656441.02 Msun, 0]
[1011, 3790546942.89 Msun, 759768195.725 Msun, 3030778747.17 Msun, 0]
[1012, 16596450160.3 Msun, 3657356278.14 Msun, 12939093882.1 Msun, 0]
[1013, 1497967015.05 Msun, 201206677.223 Msun, 1296760337.83 Msun, 0]
[1014, 32346797894.7 Msun, 16992156818.9 Msun, 15354641075.8 Msun, 0]
[1015, 20896849260.7 Msun, 1268542845.0 Msun, 19628306415.7 Msun, 211313639]
[1016, 5952461679.23 Msun, 345369171.257 Msun, 5607092507.97 Msun, 0]
[1017, 10994969889.7 Msun, 3956835630.01 Msun, 7038134259.74 Msun, 0]
[1018, 40802478286.7 Msun, 16992156818.9 Msun, 23810321467.8 Msun, 0]
[1019, 7168220731.29 Msun, 614410516.026 Msun, 6553810215.26 Msun, 0]
[1020, 6377723150.56 Msun, 748343430.826 Msun, 5629379719.74 Msun, 18744472]
[1021, 13309122469.3 Msun, 1445202946.25 Msun, 11863919523.1 Msun, 76844905]
[1022, 1882941115.36 Msun, 78183858.3735 Msun, 1804757256.99 Msun, 9839790]
[1023, 1757619101.43 Msun, 52616273.995 Msun, 1705002827.43 Msun, 0]
[1024, 1607898622.04 Msun, 46274539.8153 Msun, 1561624082.22 Msun, 10471236]
[1025, 5047775213.0 Msun, 2564412531.44 Msun, 2483362681.57 Msun, 0]
[1026, 1830933667.01 Msun, 184079349.365 Msun, 1646854317.65 Msun, 20294638]
[1027, 1641439870.04 Msun, 98047086.0174 Msun, 1543392784.03 Msun, 0]
[1028, 1287008162.66 Msun, 45203882.5119 Msun, 1241804280.15 Msun, 207285]
[1029, 23903816718.8 Msun, 1239847040.96 Msun, 22663969677.8 Msun, 69096955]
[1030, 7040984749.02 Msun, 430771955.335 Msun, 6610212793.68 Msun, 10686086]
[1031, 2203248731.21 Msun, 79191862.068 Msun, 2124056869.14 Msun, 689833]
[1032, 6250538386.62 Msun, 483046938.801 Msun, 5767491447.82 Msun, 138457]
[1033, 17669053753.4 Msun, 3729765771.76 Msun, 13939287981.7 Msun, 0]
[1034, 6818750438.29 Msun, 3956835630.01 Msun, 2861914808.29 Msun, 0]
[1035, 33006455987.2 Msun, 4605768244.86 Msun, 28400687742.4 Msun, 0]
[1036, 1156108870.84 Msun, 14379461.9064 Msun, 1141729408.93 Msun, 0]
[1037, 1316040263.52 Msun, 9664296.80547 Msun, 1306375966.72 Msun, 0]
[1038, 2732615693.31 Msun, 142979072.591 Msun, 2589636620.71 Msun, 23444397]
[1039, 1529121887.09 Msun, 169856234.704 Msun, 1359265652.39 Msun, 69758710]
[1040, 32996412200.3 Msun, 1664134617.62 Msun, 31332277582.7 Msun, 357972601]
[1041, 8114874422.71 Msun, 540690807.547 Msun, 7574183615.16 Msun, 96934959]
[1042, 1317038073.45 Msun, 14542097.3395 Msun, 1302495976.11 Msun, 0]
[1043, 4098586497.42 Msun, 554299428.623 Msun, 3544287068.79 Msun, 0]
[1044, 1771952306.52 Msun, 55812191.4897 Msun, 1716140115.03 Msun, 340789]
[1045, 1477305846.04 Msun, 23658931.6279 Msun, 1453646914.41 Msun, 0]
[1046, 1676917938.06 Msun, 127435570.825 Msun, 1549482367.23 Msun, 3559129]
[1047, 13812020564.6 Msun, 3993957385.0 Msun, 9818063179.62 Msun, 0]
[1048, 1553466688.98 Msun, 48657457.677 Msun, 1504809231.31 Msun, 1734603]
[1049, 3282361898.63 Msun, 1453874152.86 Msun, 1828487745.77 Msun, 0]
[1050, 1523905090.67 Msun, 50126194.0015 Msun, 1473778896.67 Msun, 12371911]
[1051, 2070374590.28 Msun, 158103756.772 Msun, 1912270833.51 Msun, 278940]
[1052, 2042002034.74 Msun, 40521938.5668 Msun, 2001480096.17 Msun, 17117825]
[1053, 11677317839.4 Msun, 4290996596.77 Msun, 7386321242.61 Msun, 0]
[1054, 10266694491.1 Msun, 514477747.091 Msun, 9752216743.98 Msun, 140804255]
[1055, 3556371156.61 Msun, 362119737.048 Msun, 3194251419.56 Msun, 1862616]
[1056, 8550269971.75 Msun, 1583662495.31 Msun, 6966607476.44 Msun, 0]
[1057, 1128770338.74 Msun, 64064961.2662 Msun, 1064705377.47 Msun, 69694]
[1058, 7708976742.54 Msun, 6465524101.7 Msun, 1243452640.84 Msun, 0]
[1059, 1415723937.19 Msun, 28036863.0424 Msun, 1387687074.15 Msun, 0]
[1060, 14740877558.4 Msun, 4741635687.14 Msun, 9999241871.29 Msun, 0]
[1061, 1697248378.88 Msun, 26321990.6626 Msun, 1670926388.22 Msun, 0]
[1062, 1414062803.9 Msun, 48172521.3343 Msun, 1365890282.57 Msun, 9917849]
[1063, 3345064978.41 Msun, 278957747.177 Msun, 3066107231.23 Msun, 11879754]
[1064, 7098489699.76 Msun, 3900533966.15 Msun, 3197955733.61 Msun, 0]
[1065, 8217121863.91 Msun, 5173184887.74 Msun, 3043936976.17 Msun, 0]
[1066, 9824739786.04 Msun, 3993957385.0 Msun, 5830782401.04 Msun, 0]
[1067, 4345254883.81 Msun, 849889435.672 Msun, 3495365448.14 Msun, 0]
[1068, 2702748721.34 Msun, 160832253.659 Msun, 2541916467.68 Msun, 1703476]
[1069, 6906440298.41 Msun, 532627908.105 Msun, 6373812390.3 Msun, 0]
[1070, 1694334674.04 Msun, 49556048.5917 Msun, 1644778625.45 Msun, 0]
[1071, 1404172775.33 Msun, 26033163.9034 Msun, 1378139611.42 Msun, 68166]
[1072, 1409005274.94 Msun, 25704277.1197 Msun, 1383300997.82 Msun, 0]
[1073, 32767338091.4 Msun, 2277238153.07 Msun, 30490099938.3 Msun, 349149575]
[1074, 1099031240.97 Msun, 16682557.7965 Msun, 1082348683.17 Msun, 0]
[1075, 1334032322.41 Msun, 78033131.443 Msun, 1255999190.97 Msun, 29415864]
[1076, 1922677373.4 Msun, 69141205.8865 Msun, 1853536167.51 Msun, 1431078]
[1077, 3921397071.24 Msun, 2564412531.44 Msun, 1356984539.81 Msun, 0]
[1078, 1529989790.34 Msun, 23709959.9139 Msun, 1506279830.43 Msun, 0]
[1079, 1561286928.47 Msun, 27172382.8387 Msun, 1534114545.63 Msun, 0]
[1080, 5857588650.92 Msun, 105165746.874 Msun, 5752422904.04 Msun, 1770731]
[1081, 18725288581.0 Msun, 2456825370.49 Msun, 16268463210.5 Msun, 0]
[1082, 1607266744.01 Msun, 41774883.0652 Msun, 1565491860.94 Msun, 0]
[1083, 21818219578.6 Msun, 1926857315.71 Msun, 19891362262.9 Msun, 0]
[1084, 1645657455.19 Msun, 40522211.9946 Msun, 1605135243.2 Msun, 0]
[1085, 1884657227.09 Msun, 217273438.995 Msun, 1667383788.1 Msun, 0]
[1086, 8169909142.01 Msun, 430171363.984 Msun, 7739737778.02 Msun, 0]
[1087, 1315842254.27 Msun, 9466287.54853 Msun, 1306375966.72 Msun, 0]
[1088, 7110538445.77 Msun, 355474804.854 Msun, 6755063640.92 Msun, 0]
[1089, 2222931796.85 Msun, 93667054.2531 Msun, 2129264742.6 Msun, 138153773]
[1090, 1704379317.2 Msun, 20126004.7393 Msun, 1684253312.46 Msun, 0]
[1091, 1721248778.04 Msun, 89628381.5898 Msun, 1631620396.45 Msun, 0]
[1092, 1653399641.17 Msun, 63953055.6289 Msun, 1589446585.54 Msun, 0]
[1093, 1445037873.55 Msun, 71183809.3776 Msun, 1373854064.17 Msun, 0]
[1094, 1453790946.92 Msun, 66405570.9897 Msun, 1387385375.93 Msun, 204386]
[1095, 1171819106.37 Msun, 106371428.652 Msun, 1065447677.72 Msun, 137213]
[1096, 1358192499.74 Msun, 14534884.177 Msun, 1343657615.56 Msun, 0]
[1097, 1889926087.17 Msun, 66541317.2168 Msun, 1823384769.95 Msun, 16827281]
[1098, 2360439896.43 Msun, 40542905.9458 Msun, 2319896990.48 Msun, 0]
[1099, 1332454752.09 Msun, 1280584.55721 Msun, 1331174167.53 Msun, 0]
[1100, 1344351621.13 Msun, 61187277.6297 Msun, 1283164343.5 Msun, 49495668]
[1101, 3514807690.97 Msun, 192017477.066 Msun, 3322790213.9 Msun, 0]
[1102, 5082865471.23 Msun, 365052170.283 Msun, 4717813300.95 Msun, 296308855]
[1103, 26544091026.9 Msun, 3276968243.6 Msun, 23267122783.3 Msun, 0]
[1104, 1270098289.45 Msun, 76242050.2397 Msun, 1193856239.21 Msun, 0]
[1105, 9159314130.39 Msun, 508959427.223 Msun, 8650354703.17 Msun, 0]
[1106, 1470453784.7 Msun, 68427614.8408 Msun, 1402026169.86 Msun, 0]
[1107, 1364679008.79 Msun, 35245320.4686 Msun, 1329433688.32 Msun, 16815881]
[1108, 1787350543.6 Msun, 595518647.306 Msun, 1191831896.29 Msun, 0]
[1109, 1350471871.04 Msun, 31275065.8035 Msun, 1319196805.23 Msun, 0]
[1110, 2309249041.04 Msun, 437237922.41 Msun, 1872011118.63 Msun, 0]
[1111, 1020129167.2 Msun, 20267369.3972 Msun, 999861797.803 Msun, 1185947]
[1112, 4988235737.26 Msun, 2289786620.06 Msun, 2698449117.2 Msun, 0]
[1113, 1063344418.3 Msun, 38728620.4156 Msun, 1024615797.89 Msun, 2153912]
[1114, 994276358.1 Msun, 27990002.5522 Msun, 966286355.548 Msun, 0]
[1115, 6209835699.47 Msun, 452098338.93 Msun, 5757737360.54 Msun, 0]
[1116, 1122819314.54 Msun, 5411059.18036 Msun, 1117408255.36 Msun, 477044]
[1117, 1504168090.23 Msun, 143472255.058 Msun, 1360695835.17 Msun, 0]
[1118, 1530381837.08 Msun, 372120294.27 Msun, 1158261542.81 Msun, 0]
[1119, 1582697248.72 Msun, 38123597.9834 Msun, 1544573650.73 Msun, 0]
[1120, 26828269115.6 Msun, 1334220689.68 Msun, 25494048425.9 Msun, 238681811]
[1121, 3313298408.0 Msun, 120872194.87 Msun, 3192426213.13 Msun, 414181242]
[1122, 6138062517.88 Msun, 2289786620.06 Msun, 3848275897.83 Msun, 0]
[1123, 4141516595.39 Msun, 321750193.733 Msun, 3819766401.65 Msun, 0]
[1124, 1537563662.36 Msun, 139248787.865 Msun, 1398314874.5 Msun, 0]
[1125, 3059565692.43 Msun, 144871163.781 Msun, 2914694528.65 Msun, 821581]
[1126, 3850078842.53 Msun, 175390350.4 Msun, 3674688492.13 Msun, 0]
[1127, 13423269433.4 Msun, 1474247936.13 Msun, 11949021497.2 Msun, 0]
[1128, 1962039820.81 Msun, 51734881.8791 Msun, 1910304938.94 Msun, 0]
[1129, 2959948209.81 Msun, 113909395.213 Msun, 2846038814.6 Msun, 824828]
[1130, 10697434027.5 Msun, 3900533966.15 Msun, 6796900061.34 Msun, 0]
[1131, 35257855574.6 Msun, 25655891002.0 Msun, 9601964572.52 Msun, 0]
[1132, 3186106879.19 Msun, 106743901.861 Msun, 3079362977.33 Msun, 0]
[1133, 1449298302.91 Msun, 37371937.7646 Msun, 1411926365.15 Msun, 1296728]
[1134, 1583455604.88 Msun, 20662867.8394 Msun, 1562792737.04 Msun, 0]
[1135, 5233839236.11 Msun, 1609253231.35 Msun, 3624586004.76 Msun, 0]
[1136, 1882660805.12 Msun, 90442536.734 Msun, 1792218268.39 Msun, 0]
[1137, 1253424001.63 Msun, 22623504.0571 Msun, 1230800497.57 Msun, 0]
[1138, 1258561616.91 Msun, 11060290.2176 Msun, 1247501326.69 Msun, 0]
[1139, 1316380609.44 Msun, 31597633.9051 Msun, 1284782975.53 Msun, 0]
[1140, 4910511741.39 Msun, 2040499561.41 Msun, 2870012179.98 Msun, 0]
[1141, 1264796677.24 Msun, 20669255.4218 Msun, 1244127421.82 Msun, 0]
[1142, 1139827559.76 Msun, 4946503.55991 Msun, 1134881056.2 Msun, 68152]
[1143, 1139609516.84 Msun, 15593108.495 Msun, 1124016408.35 Msun, 0]
[1144, 2517912402.11 Msun, 1305499686.09 Msun, 1212412716.01 Msun, 0]
[1145, 10424060801.4 Msun, 818891019.24 Msun, 9605169782.15 Msun, 0]
[1146, 1124784878.67 Msun, 6789678.60804 Msun, 1117995200.06 Msun, 1907454]
[1147, 1924990888.04 Msun, 175493466.56 Msun, 1749497421.48 Msun, 971214]
[1148, 1184116109.21 Msun, 27729995.7089 Msun, 1156386113.5 Msun, 20729581]
[1149, 1284130263.95 Msun, 190478999.462 Msun, 1093651264.49 Msun, 0]
[1150, 1198536458.49 Msun, 82778682.8318 Msun, 1115757775.65 Msun, 10466461]
[1151, 4806511585.6 Msun, 1834776173.71 Msun, 2971735411.89 Msun, 0]
[1152, 2174209675.46 Msun, 61639139.402 Msun, 2112570536.06 Msun, 0]
[1153, 1417760018.66 Msun, 582356337.913 Msun, 835403680.744 Msun, 143077389]
[1154, 2645857590.37 Msun, 323261475.991 Msun, 2322596114.38 Msun, 0]
[1155, 6493883417.69 Msun, 5628814208.32 Msun, 865069209.366 Msun, 0]
[1156, 1281539587.66 Msun, 52908418.3213 Msun, 1228631169.34 Msun, 2385426]
[1157, 880802265.653 Msun, 14918778.3128 Msun, 865883487.34 Msun, 139496]
[1158, 3088628439.28 Msun, 143363284.305 Msun, 2945265154.98 Msun, 689671]
[1159, 1252421200.66 Msun, 21584822.6025 Msun, 1230836378.06 Msun, 204574]
[1160, 1800832878.3 Msun, 528870741.284 Msun, 1271962137.02 Msun, 0]
[1161, 1261598414.77 Msun, 14265783.328 Msun, 1247332631.45 Msun, 0]
[1162, 976780564.307 Msun, 14542894.6064 Msun, 962237669.7 Msun, 0]
[1163, 1337703076.62 Msun, 89896683.5793 Msun, 1247806393.04 Msun, 136370]
[1164, 1923359977.6 Msun, 720900280.966 Msun, 1202459696.64 Msun, 0]
[1165, 2431952021.44 Msun, 323261475.991 Msun, 2108690545.45 Msun, 0]
[1166, 2486548814.51 Msun, 313754076.475 Msun, 2172794738.03 Msun, 0]
[1167, 818044884.371 Msun, 11441966.2154 Msun, 806602918.156 Msun, 70958]
[1168, 2758401933.46 Msun, 691379113.185 Msun, 2067022820.27 Msun, 0]
[1169, 3024030410.82 Msun, 287180260.31 Msun, 2736850150.51 Msun, 275906]
[1170, 1259031820.8 Msun, 327496685.442 Msun, 931535135.359 Msun, 0]
[1171, 11721004007.2 Msun, 882591063.75 Msun, 10838412943.5 Msun, 46809178]
[1172, 10001025369.2 Msun, 7058642929.67 Msun, 2942382439.5 Msun, 0]
[1173, 5370940699.84 Msun, 2733559260.84 Msun, 2637381439.01 Msun, 0]
[1174, 2382141566.65 Msun, 1578477425.97 Msun, 803664140.682 Msun, 0]
[1175, 2076006455.11 Msun, 1273860571.62 Msun, 802145883.49 Msun, 0]
[1176, 816312136.599 Msun, 9948872.01867 Msun, 806363264.581 Msun, 0]
[1177, 5712814204.76 Msun, 4741635687.14 Msun, 971178517.613 Msun, 0]
[1178, 1233873730.19 Msun, 16633573.1066 Msun, 1217240157.08 Msun, 272668]
[1179, 791964267.599 Msun, 1251670.23732 Msun, 790712597.362 Msun, 206684]
[1180, 1712090086.46 Msun, 570698068.014 Msun, 1141392018.44 Msun, 0]
[1181, 12521139198.9 Msun, 2409377600.07 Msun, 10111761598.8 Msun, 0]
[1182, 1166461510.19 Msun, 4378903.70861 Msun, 1162082606.48 Msun, 3821033]
[1183, 2834890764.9 Msun, 1305499686.09 Msun, 1529391078.8 Msun, 0]
[1184, 2090715161.22 Msun, 1279459734.58 Msun, 811255426.646 Msun, 0]
[1185, 1454939607.17 Msun, 27946541.2484 Msun, 1426993065.92 Msun, 0]
[1186, 2859231258.53 Msun, 2017273297.54 Msun, 841957960.988 Msun, 0]
[1187, 1069287009.85 Msun, 74997243.8551 Msun, 994289765.991 Msun, 0]
[1188, 1111849055.7 Msun, 67417855.2004 Msun, 1044431200.5 Msun, 31584731]
[1189, 3498615813.28 Msun, 2692589939.19 Msun, 806025874.093 Msun, 0]
[1190, 1200217571.19 Msun, 45836018.9842 Msun, 1154381552.2 Msun, 0]
[1191, 3850586477.85 Msun, 3049452765.82 Msun, 801133712.028 Msun, 0]
[1192, 17900918096.4 Msun, 16992156818.9 Msun, 908761277.468 Msun, 0]
[1193, 1490969952.44 Msun, 323261475.991 Msun, 1167708476.45 Msun, 0]
[1194, 10048911065.5 Msun, 7843220754.95 Msun, 2205690310.54 Msun, 0]
[1195, 1057791624.26 Msun, 189685900.511 Msun, 868105723.751 Msun, 0]
[1196, 2627980595.09 Msun, 1835281645.24 Msun, 792698949.846 Msun, 0]
[1197, 4075692944.82 Msun, 3274727928.04 Msun, 800965016.784 Msun, 0]
[1198, 10012096318.1 Msun, 533843881.0 Msun, 9478252437.08 Msun, 71299041]
[1199, 1408192494.74 Msun, 201178026.521 Msun, 1207014468.22 Msun, 0]
[1200, 4486424502.99 Msun, 1979613182.56 Msun, 2506811320.43 Msun, 0]
[1201, 6939183994.92 Msun, 241814127.318 Msun, 6697369867.6 Msun, 0]
[1202, 6709970433.21 Msun, 4898689602.29 Msun, 1811280830.92 Msun, 0]
[1203, 3482492451.8 Msun, 2456825370.49 Msun, 1025667081.31 Msun, 0]
[1204, 1078485308.02 Msun, 4324199.31947 Msun, 1074161108.7 Msun, 1090657]
[1205, 1275327133.53 Msun, 79802204.5239 Msun, 1195524929.0 Msun, 1499982]
[1206, 6311007538.69 Msun, 4741635687.14 Msun, 1569371851.55 Msun, 0]
[1207, 7824109792.51 Msun, 1232511842.68 Msun, 6591597949.84 Msun, 0]
[1208, 8490542563.55 Msun, 5574982667.79 Msun, 2915559895.76 Msun, 0]
[1209, 1059695184.48 Msun, 76676138.9646 Msun, 983019045.519 Msun, 36301078]
[1210, 2054803308.84 Msun, 149053141.48 Msun, 1905750167.36 Msun, 0]
[1211, 21075753400.4 Msun, 6308509163.02 Msun, 14767244237.4 Msun, 0]
[1212, 3422436691.04 Msun, 91163661.4662 Msun, 3331273029.58 Msun, 92998467]
[1213, 5147461105.04 Msun, 3276968243.6 Msun, 1870492861.44 Msun, 0]
[1214, 1005192669.32 Msun, 2299445.90373 Msun, 1002893223.42 Msun, 0]
[1215, 1090030894.07 Msun, 24715257.1156 Msun, 1065315636.96 Msun, 6078155]
[1216, 1975376771.2 Msun, 505366418.155 Msun, 1470010353.04 Msun, 0]
[1217, 6376622465.55 Msun, 5574982667.79 Msun, 801639797.759 Msun, 0]
[1218, 20518984915.4 Msun, 953827368.916 Msun, 19565157546.5 Msun, 357514474]
[1219, 6230489929.94 Msun, 253448752.669 Msun, 5977041177.27 Msun, 0]
[1220, 8010456186.86 Msun, 3900533966.15 Msun, 4109922220.71 Msun, 0]
[1221, 1889778248.83 Msun, 57916598.1887 Msun, 1831861650.64 Msun, 0]
[1222, 2716902403.67 Msun, 720900280.966 Msun, 1996002122.7 Msun, 0]
[1223, 2297679249.34 Msun, 271480678.023 Msun, 2026198571.31 Msun, 0]
[1224, 1142257231.0 Msun, 7444327.06206 Msun, 1134812903.94 Msun, 0]
[1225, 1229035413.17 Msun, 52450550.9399 Msun, 1176584862.23 Msun, 272926]
[1226, 860289880.083 Msun, 7366728.25912 Msun, 852923151.824 Msun, 0]
[1227, 2937563643.6 Msun, 2112812597.46 Msun, 824751046.137 Msun, 0]
[1228, 9874444061.7 Msun, 397456768.853 Msun, 9476987292.85 Msun, 26510864]
[1229, 6410210576.84 Msun, 5628814208.32 Msun, 781396368.522 Msun, 0]
[1230, 1364527228.89 Msun, 41450433.0548 Msun, 1323076795.84 Msun, 0]
[1231, 783064279.856 Msun, 20072266.6927 Msun, 762992013.164 Msun, 489508]
[1232, 12783105815.3 Msun, 613189365.195 Msun, 12169916450.1 Msun, 173996412]
[1233, 1920816429.32 Msun, 1034829009.75 Msun, 885987419.577 Msun, 0]
[1234, 1089347539.85 Msun, 1769304.13236 Msun, 1087578235.72 Msun, 0]
[1235, 1214837243.22 Msun, 34982709.2321 Msun, 1179854533.99 Msun, 0]
[1236, 3888597943.73 Msun, 613884706.412 Msun, 3274713237.32 Msun, 437762188]
[1237, 1891951301.08 Msun, 890070249.124 Msun, 1001881051.95 Msun, 0]
[1238, 21116221973.7 Msun, 1217394835.88 Msun, 19898827137.8 Msun, 260168492]
[1239, 1255322634.29 Msun, 8327393.33267 Msun, 1246995240.96 Msun, 0]
[1240, 5426786113.55 Msun, 4404999022.84 Msun, 1021787090.7 Msun, 0]
[1241, 3055133282.51 Msun, 2300390762.48 Msun, 754742520.028 Msun, 0]
[1242, 1857167883.8 Msun, 868782451.335 Msun, 988385432.464 Msun, 0]
[1243, 1320257662.26 Msun, 18534934.3762 Msun, 1301722727.88 Msun, 70227]
[1244, 21056580325.2 Msun, 1515690627.51 Msun, 19540889697.7 Msun, 131320103]
[1245, 7825194116.75 Msun, 7058642929.67 Msun, 766551187.082 Msun, 0]
[1246, 1024283705.97 Msun, 7726167.81585 Msun, 1016557538.15 Msun, 0]
[1247, 1602552202.03 Msun, 528638281.039 Msun, 1073913920.99 Msun, 0]
[1248, 11024532204.7 Msun, 792551467.876 Msun, 10231980736.8 Msun, 140630231]
[1249, 1021783978.66 Msun, 58957710.8912 Msun, 962826267.767 Msun, 757289]
[1250, 1376746320.59 Msun, 595518647.306 Msun, 781227673.279 Msun, 0]
[1251, 1247277974.75 Msun, 12597486.5819 Msun, 1234680488.17 Msun, 0]
[1252, 7738248341.85 Msun, 4404999022.84 Msun, 3333249319.01 Msun, 0]
[1253, 9726448941.64 Msun, 437381609.383 Msun, 9289067332.26 Msun, 1314158961]
[1254, 3638326452.42 Msun, 2564412531.44 Msun, 1073913920.99 Msun, 0]
[1255, 28320885905.3 Msun, 16992156818.9 Msun, 11328729086.4 Msun, 0]
[1256, 5654275598.53 Msun, 4898689602.29 Msun, 755585996.246 Msun, 0]
[1257, 3306840298.68 Msun, 2564412531.44 Msun, 742427767.242 Msun, 0]
[1258, 1046116721.25 Msun, 24329630.5435 Msun, 1021787090.7 Msun, 0]
