halo, total_mass, baryon_mass, particle_mass, star_mass 
[2206, 563905328.993 Msun, 62524266.3158 Msun, 501381062.678 Msun, 0]
[2207, 215732716.565 Msun, 86645.5129834 Msun, 215646071.052 Msun, 0]
[2208, 204430374.87 Msun, 213706.665313 Msun, 204216668.205 Msun, 0]
[2209, 6594990925.46 Msun, 34558679.2244 Msun, 6560432246.23 Msun, 81132501]
[2210, 194376233.839 Msun, 244339.372503 Msun, 194131894.466 Msun, 0]
[2211, 227266834.559 Msun, 2376380.1904 Msun, 224890454.369 Msun, 0]
[2212, 6740356488.28 Msun, 168926336.364 Msun, 6571430151.91 Msun, 8595470]
[2213, 2582875155.03 Msun, 16386191.2465 Msun, 2566488963.79 Msun, 16721873]
[2214, 750675671.913 Msun, 5747266.0613 Msun, 744928405.852 Msun, 0]
[2215, 5636553335.2 Msun, 96728733.0284 Msun, 5539824602.18 Msun, 1266852]
[2216, 222728983.44 Msun, 23563.3814744 Msun, 222705420.059 Msun, 0]
[2217, 1718105512.01 Msun, 92373542.9577 Msun, 1625731969.05 Msun, 4774400]
[2218, 183439085.533 Msun, 474120.362355 Msun, 182964965.171 Msun, 94399]
[2219, 2384739589.19 Msun, 147538000.146 Msun, 2237201589.04 Msun, 9312700]
[2220, 10091141287.3 Msun, 203026853.144 Msun, 9888114434.16 Msun, 7557290]
[2221, 821863506.582 Msun, 49963910.8771 Msun, 771899595.705 Msun, 3273192]
[2222, 205797929.394 Msun, 740863.377761 Msun, 205057066.016 Msun, 0]
[2223, 3191282943.01 Msun, 51390295.4293 Msun, 3139892647.58 Msun, 8402244]
[2224, 239166697.877 Msun, 493719.399184 Msun, 238672978.478 Msun, 0]
[2225, 3601251081.66 Msun, 69982636.3732 Msun, 3531268445.28 Msun, 3446480]
[2226, 301780839.799 Msun, 2599248.44805 Msun, 299181591.351 Msun, 0]
[2227, 2365206926.67 Msun, 942758410.705 Msun, 1422448515.97 Msun, 0]
[2228, 180271918.682 Msun, 1435264.38617 Msun, 178836654.296 Msun, 0]
[2229, 1037703061.1 Msun, 314120545.362 Msun, 723582515.738 Msun, 0]
[2230, 4844574901.85 Msun, 42279812.6753 Msun, 4802295089.17 Msun, 10514758]
[2231, 685624176.219 Msun, 121767415.956 Msun, 563856760.263 Msun, 2134839]
[2232, 349352709.591 Msun, 3108811.23585 Msun, 346243898.355 Msun, 0]
[2233, 4523169810.57 Msun, 120816233.141 Msun, 4402353577.43 Msun, 3711388]
[2234, 29051429145.2 Msun, 962210449.651 Msun, 28089218695.5 Msun, 167840450]
[2235, 392664767.816 Msun, 13645436.0961 Msun, 379019331.72 Msun, 0]
[2236, 321303507.551 Msun, 158267904.757 Msun, 163035602.794 Msun, 0]
[2237, 215910084.682 Msun, 1104404.05144 Msun, 214805680.63 Msun, 0]
[2238, 989239844.561 Msun, 39220654.2605 Msun, 950019190.301 Msun, 33865]
[2239, 3506371993.46 Msun, 34776949.8798 Msun, 3471595043.58 Msun, 3105166]
[2240, 367110250.74 Msun, 14816239.0035 Msun, 352294011.736 Msun, 0]
[2241, 2451730210.73 Msun, 790278194.674 Msun, 1661452016.06 Msun, 0]
[2242, 12110247846.9 Msun, 174299503.648 Msun, 11935948343.3 Msun, 11207525]
[2243, 201198278.304 Msun, 7042.22069172 Msun, 201191236.083 Msun, 0]
[2244, 11715107248.7 Msun, 219247226.5 Msun, 11495860022.2 Msun, 9302627]
[2245, 211995013.902 Msun, 2399799.7034 Msun, 209595214.199 Msun, 0]
[2246, 437158269.901 Msun, 2354611.32341 Msun, 434803658.577 Msun, 149910]
[2247, 2345717512.28 Msun, 1207989886.1 Msun, 1137727626.18 Msun, 0]
[2248, 8365261204.87 Msun, 116509892.477 Msun, 8248751312.4 Msun, 21088459]
[2249, 1719451829.16 Msun, 28673744.6653 Msun, 1690778084.5 Msun, 569999]
[2250, 2719235555.13 Msun, 106747266.813 Msun, 2612488288.32 Msun, 9611630]
[2251, 190938066.508 Msun, 335842.850589 Msun, 190602223.658 Msun, 0]
[2252, 3170652909.46 Msun, 1207989886.1 Msun, 1962663023.36 Msun, 0]
[2253, 7042186044.23 Msun, 332284306.116 Msun, 6709901738.11 Msun, 48745586]
[2254, 10132817121.2 Msun, 150802431.475 Msun, 9982014689.71 Msun, 1618340]
[2255, 473850640.961 Msun, 18018867.9807 Msun, 455831772.981 Msun, 0]
[2256, 752251055.003 Msun, 18583765.527 Msun, 733667289.476 Msun, 0]
[2257, 192026033.317 Msun, 2096127.9084 Msun, 189929905.409 Msun, 0]
[2258, 300731274.479 Msun, 9113233.87346 Msun, 291618040.605 Msun, 0]
[2259, 1582440784.48 Msun, 311088106.273 Msun, 1271352678.21 Msun, 0]
[2260, 56730342627.0 Msun, 1273416969.07 Msun, 55456925657.9 Msun, 34034253]
[2261, 182217895.128 Msun, 523888.272826 Msun, 181694006.855 Msun, 0]
[2262, 2466472523.36 Msun, 120812389.264 Msun, 2345660134.1 Msun, 7174560]
[2263, 3144762427.7 Msun, 87992103.4674 Msun, 3056770324.23 Msun, 747712]
[2264, 2587623704.9 Msun, 45649897.0018 Msun, 2541973807.9 Msun, 275025]
[2265, 2083772305.07 Msun, 308522583.694 Msun, 1775249721.38 Msun, 0]
[2266, 4760370982.85 Msun, 4314962067.78 Msun, 445408915.073 Msun, 0]
[2267, 328461168.617 Msun, 22240216.5581 Msun, 306220952.058 Msun, 1662433]
[2268, 2949141096.37 Msun, 2598192632.16 Msun, 350948464.203 Msun, 0]
[2269, 2343056244.53 Msun, 1742847773.01 Msun, 600208471.522 Msun, 0]
[2270, 611104906.035 Msun, 23163313.8734 Msun, 587941592.162 Msun, 0]
[2271, 2431350575.23 Msun, 17968555.6779 Msun, 2413382019.55 Msun, 263741]
[2272, 230419493.453 Msun, 1663209.15135 Msun, 228756284.302 Msun, 0]
[2273, 2334569638.71 Msun, 43011796.9061 Msun, 2291557841.8 Msun, 3994967]
[2274, 277750570.41 Msun, 11176384.5892 Msun, 266574185.821 Msun, 0]
[2275, 194764829.656 Msun, 1353804.08208 Msun, 193411025.573 Msun, 119525]
[2276, 344226297.212 Msun, 1344896.14735 Msun, 342881401.065 Msun, 0]
[2277, 220764546.981 Msun, 8984298.47207 Msun, 211780248.509 Msun, 0]
[2278, 177698786.377 Msun, 2559882.4518 Msun, 175138903.925 Msun, 0]
[2279, 210151129.475 Msun, 1732472.21256 Msun, 208418657.263 Msun, 0]
[2280, 9406656213.54 Msun, 176172477.41 Msun, 9230483736.13 Msun, 10983487]
[2281, 4212463591.74 Msun, 99937614.7108 Msun, 4112525977.03 Msun, 4829502]
[2282, 180158008.06 Msun, 2107016.19881 Msun, 178050991.861 Msun, 54734]
[2283, 724711320.912 Msun, 22829383.3221 Msun, 701881937.59 Msun, 488696]
[2284, 4693800144.24 Msun, 238397989.677 Msun, 4455402154.57 Msun, 4823451]
[2285, 3399510454.59 Msun, 95697493.0036 Msun, 3303812961.58 Msun, 4917378]
[2286, 2489676805.07 Msun, 1245721948.58 Msun, 1243954856.48 Msun, 0]
[2287, 172516152.599 Msun, 570760.357221 Msun, 171945392.242 Msun, 0]
[2288, 1458369369.2 Msun, 7359828.50973 Msun, 1451009540.69 Msun, 146758]
[2289, 5905617067.15 Msun, 45694338.5655 Msun, 5859922728.58 Msun, 34957151]
[2290, 774022741.207 Msun, 1991849.96315 Msun, 772030891.244 Msun, 44358]
[2291, 8803209129.43 Msun, 197410367.228 Msun, 8605798762.2 Msun, 9873695]
[2292, 193420053.341 Msun, 2808086.32951 Msun, 190611967.011 Msun, 9743]
[2293, 684344410.9 Msun, 430714253.676 Msun, 253630157.224 Msun, 0]
[2294, 2258136560.8 Msun, 1931727822.38 Msun, 326408738.414 Msun, 0]
[2295, 2915493363.26 Msun, 125554377.483 Msun, 2789938985.77 Msun, 154409]
[2296, 13537454396.0 Msun, 826294274.487 Msun, 12711160121.5 Msun, 0]
[2297, 6319304151.52 Msun, 34699165.3657 Msun, 6284604986.15 Msun, 1790927]
[2298, 3648249651.63 Msun, 72945905.4549 Msun, 3575303746.17 Msun, 19412355]
[2299, 2214711737.84 Msun, 67063058.6634 Msun, 2147648679.18 Msun, 96111]
[2300, 194100007.879 Msun, 304272.53766 Msun, 193795735.342 Msun, 0]
[2301, 2020736804.76 Msun, 1175972262.6 Msun, 844764542.165 Msun, 0]
[2302, 7976900142.95 Msun, 282847108.708 Msun, 7694053034.25 Msun, 14329613]
[2303, 2803790454.88 Msun, 134513287.8 Msun, 2669277167.08 Msun, 5720271]
[2304, 837452987.527 Msun, 65417426.4678 Msun, 772035561.059 Msun, 1054666]
[2305, 3625969787.53 Msun, 81554722.707 Msun, 3544415064.82 Msun, 2138265]
[2306, 739240593.86 Msun, 14414358.3462 Msun, 724826235.514 Msun, 571399]
[2307, 2472116750.8 Msun, 69344811.5201 Msun, 2402771939.28 Msun, 1251139]
[2308, 1398681372.12 Msun, 93698186.5718 Msun, 1304983185.54 Msun, 3042171]
[2309, 1485947825.7 Msun, 14571659.4639 Msun, 1471376166.23 Msun, 511912]
[2310, 182833298.221 Msun, 10551746.8549 Msun, 172281551.366 Msun, 0]
[2311, 569240698.343 Msun, 20124930.8533 Msun, 549115767.49 Msun, 0]
[2312, 185067036.529 Msun, 319036.446455 Msun, 184748000.082 Msun, 28560]
[2313, 273990986.82 Msun, 2542493.69178 Msun, 271448493.128 Msun, 0]
[2314, 4051694441.99 Msun, 676344841.758 Msun, 3375349600.23 Msun, 59646026]
[2315, 189959960.114 Msun, 2047009.45277 Msun, 187912950.661 Msun, 0]
[2316, 206122893.299 Msun, 1065827.28231 Msun, 205057066.016 Msun, 0]
[2317, 4198318505.7 Msun, 137382341.532 Msun, 4060936164.17 Msun, 17284872]
[2318, 2138209768.23 Msun, 142054069.215 Msun, 1996155699.02 Msun, 4245616]
[2319, 222764772.855 Msun, 22750352.3444 Msun, 200014420.51 Msun, 0]
[2320, 346331406.7 Msun, 423793.092212 Msun, 345907613.607 Msun, 0]
[2321, 3460725762.29 Msun, 99838004.1511 Msun, 3360887758.14 Msun, 2658072]
[2322, 1260446138.32 Msun, 499889390.36 Msun, 760556747.955 Msun, 0]
[2323, 4908838823.75 Msun, 219002889.305 Msun, 4689835934.45 Msun, 5458481]
[2324, 168720690.0 Msun, 136889.004913 Msun, 168583800.995 Msun, 0]
[2325, 2612049450.61 Msun, 62397471.1547 Msun, 2549651979.45 Msun, 9465481]
[2326, 1322045336.31 Msun, 323112382.614 Msun, 998932953.7 Msun, 879440]
[2327, 3003245209.18 Msun, 776778669.146 Msun, 2226466540.03 Msun, 5295444]
[2328, 2077753304.28 Msun, 25639353.2379 Msun, 2052113951.04 Msun, 2215587]
[2329, 2937094351.32 Msun, 28946082.0273 Msun, 2908148269.29 Msun, 539915]
[2330, 5267367632.89 Msun, 144228829.03 Msun, 5123138803.86 Msun, 2258750]
[2331, 23104820456.5 Msun, 4314962067.78 Msun, 18789858388.7 Msun, 0]
[2332, 252106610.663 Msun, 9399737.46909 Msun, 242706873.194 Msun, 0]
[2333, 5003262548.73 Msun, 54899986.8094 Msun, 4948362561.92 Msun, 10689172]
[2334, 388850258.929 Msun, 44349077.723 Msun, 344501181.206 Msun, 612081]
[2335, 1537238801.33 Msun, 800716389.042 Msun, 736522412.29 Msun, 0]
[2336, 4541923853.17 Msun, 117474976.806 Msun, 4424448876.36 Msun, 7654060]
[2337, 168294327.664 Msun, 1791499.45448 Msun, 166502828.209 Msun, 440213]
[2338, 224314696.817 Msun, 5643186.25383 Msun, 218671510.563 Msun, 0]
[2339, 1439410170.13 Msun, 830127485.833 Msun, 609282684.301 Msun, 0]
[2340, 4750755069.98 Msun, 377345174.446 Msun, 4373409895.53 Msun, 1492380]
[2341, 2602672896.73 Msun, 790278194.674 Msun, 1812394702.06 Msun, 0]
[2342, 1559068670.48 Msun, 23487409.198 Msun, 1535581261.28 Msun, 510613]
[2343, 4199579380.62 Msun, 2898984056.25 Msun, 1300595324.36 Msun, 0]
[2344, 521583913.529 Msun, 8607737.91898 Msun, 512976175.61 Msun, 0]
[2345, 4943394598.45 Msun, 826294274.487 Msun, 4117100323.97 Msun, 0]
[2346, 1220025158.19 Msun, 16970725.9133 Msun, 1203054432.28 Msun, 277081]
[2347, 13287118902.4 Msun, 602792468.083 Msun, 12684326434.4 Msun, 18690843]
[2348, 1262307707.22 Msun, 687438.016068 Msun, 1261620269.2 Msun, 1030575]
[2349, 4731995485.89 Msun, 208378157.448 Msun, 4523617328.44 Msun, 13202130]
[2350, 2063744231.0 Msun, 99734545.4237 Msun, 1964009685.57 Msun, 0]
[2351, 321319538.957 Msun, 1464220.55966 Msun, 319855318.398 Msun, 0]
[2352, 2911361462.82 Msun, 479942935.228 Msun, 2431418527.59 Msun, 37294141]
[2353, 259843569.119 Msun, 13272291.9965 Msun, 246571277.123 Msun, 0]
[2354, 182062003.272 Msun, 367996.416386 Msun, 181694006.855 Msun, 0]
[2355, 191307403.8 Msun, 4571010.07574 Msun, 186736393.725 Msun, 0]
[2356, 3507819232.41 Msun, 15046249.7196 Msun, 3492772982.69 Msun, 120423684]
[2357, 1055417872.7 Msun, 14387053.5643 Msun, 1041030819.13 Msun, 2467174]
[2358, 197882094.1 Msun, 4086358.75794 Msun, 193795735.342 Msun, 0]
[2359, 3262560599.59 Msun, 2484019617.55 Msun, 778540982.044 Msun, 0]
[2360, 199067312.248 Msun, 888816.491124 Msun, 198178495.757 Msun, 5391174]
[2361, 1565649647.39 Msun, 1228483897.12 Msun, 337165750.267 Msun, 0]
[2362, 175800416.984 Msun, 157281.761387 Msun, 175643135.223 Msun, 0]
[2363, 1782549636.21 Msun, 88599049.9995 Msun, 1693950586.21 Msun, 1725589]
[2364, 562249438.057 Msun, 16831501.0723 Msun, 545417936.985 Msun, 0]
[2365, 2375631816.99 Msun, 1207989886.1 Msun, 1167641930.89 Msun, 0]
[2366, 11460522790.3 Msun, 11213951594.4 Msun, 246571195.837 Msun, 0]
[2367, 217033590.308 Msun, 4749493.61095 Msun, 212284096.697 Msun, 0]
[2368, 180761765.065 Msun, 244315.146059 Msun, 180517449.919 Msun, 0]
[2369, 1815285684.05 Msun, 242625148.709 Msun, 1572660535.34 Msun, 1959812]
[2370, 3005331328.77 Msun, 776778669.146 Msun, 2228552659.63 Msun, 1166258]
[2371, 244541978.566 Msun, 7213636.58658 Msun, 237328341.98 Msun, 0]
[2372, 11059042426.2 Msun, 418488579.81 Msun, 10640553846.4 Msun, 38108718]
[2373, 171228502.535 Msun, 6680118.32513 Msun, 164548384.209 Msun, 0]
[2374, 744521771.356 Msun, 56912341.7326 Msun, 687609429.623 Msun, 0]
[2375, 189844178.292 Msun, 1426988.94387 Msun, 188417189.348 Msun, 0]
[2376, 1748028243.22 Msun, 1207989886.1 Msun, 540038357.116 Msun, 0]
[2377, 4939603552.88 Msun, 470341146.415 Msun, 4469262406.46 Msun, 10951927]
[2378, 172371373.221 Msun, 762140.104101 Msun, 171609233.117 Msun, 0]
[2379, 205836072.238 Msun, 106687.972414 Msun, 205729384.266 Msun, 0]
[2380, 564885384.025 Msun, 30032229.8756 Msun, 534853154.15 Msun, 2212143]
[2381, 674638082.104 Msun, 420503608.938 Msun, 254134473.166 Msun, 0]
[2382, 1382036276.53 Msun, 1175972262.6 Msun, 206064013.931 Msun, 0]
[2383, 1978272619.58 Msun, 1711028954.47 Msun, 267243665.113 Msun, 0]
[2384, 169449201.564 Msun, 1033480.13069 Msun, 168415721.433 Msun, 0]
[2385, 391794873.651 Msun, 5716207.70416 Msun, 386078665.947 Msun, 0]
[2386, 1140230742.15 Msun, 742892347.737 Msun, 397338394.418 Msun, 0]
[2387, 240815630.254 Msun, 14843290.8518 Msun, 225972339.402 Msun, 74952]
[2388, 3009066910.11 Msun, 32813609.8779 Msun, 2976253300.24 Msun, 1413114]
[2389, 548370119.075 Msun, 49115916.7159 Msun, 499254202.359 Msun, 60741]
[2390, 185338031.62 Msun, 2131308.70417 Msun, 183206722.916 Msun, 0]
[2391, 2018714128.08 Msun, 776778669.146 Msun, 1241935458.94 Msun, 0]
[2392, 3086776332.22 Msun, 1881498268.41 Msun, 1205278063.81 Msun, 147778]
[2393, 129641499.474 Msun, 736019.578942 Msun, 128905479.895 Msun, 158034]
[2394, 1528899492.87 Msun, 11217707.945 Msun, 1517681784.93 Msun, 931800]
[2395, 1874040031.05 Msun, 64686721.407 Msun, 1809353309.65 Msun, 5192856]
[2396, 190238663.199 Msun, 3670349.03671 Msun, 186568314.162 Msun, 0]
[2397, 374657380.367 Msun, 1352672.48005 Msun, 373304707.887 Msun, 0]
[2398, 2997104484.3 Msun, 1530780264.0 Msun, 1466324220.3 Msun, 0]
[2399, 648733032.194 Msun, 32454713.3996 Msun, 616278318.794 Msun, 1447790]
[2400, 406183908.529 Msun, 28006959.9338 Msun, 378176948.596 Msun, 0]
[2401, 151484092.11 Msun, 115501.226382 Msun, 151368590.884 Msun, 96981]
[2402, 179385569.143 Msun, 380835.284786 Msun, 179004733.859 Msun, 0]
[2403, 1271460107.03 Msun, 51948877.7104 Msun, 1219511229.32 Msun, 4305770]
[2404, 188661672.809 Msun, 388625.15122 Msun, 188273047.658 Msun, 23937]
[2405, 470836672.298 Msun, 28453227.4462 Msun, 442383444.852 Msun, 0]
[2406, 1807018506.85 Msun, 40224502.0141 Msun, 1766794004.84 Msun, 109725]
[2407, 161874262.29 Msun, 297540.013419 Msun, 161576722.277 Msun, 52262]
[2408, 2691959486.33 Msun, 60660152.8243 Msun, 2631299333.5 Msun, 5896513]
[2409, 1819671906.28 Msun, 104685228.689 Msun, 1714986677.59 Msun, 1429285]
[2410, 914984022.032 Msun, 290402980.101 Msun, 624581041.931 Msun, 0]
[2411, 192017739.765 Msun, 743197.858009 Msun, 191274541.907 Msun, 0]
[2412, 521103704.821 Msun, 5717900.40276 Msun, 515385804.419 Msun, 558098]
[2413, 862369232.981 Msun, 577812093.011 Msun, 284557139.97 Msun, 0]
[2414, 3031676234.61 Msun, 341147003.034 Msun, 2690529231.58 Msun, 2937004]
[2415, 1385397771.76 Msun, 121783714.051 Msun, 1263614057.71 Msun, 0]
[2416, 896883728.164 Msun, 25167265.8961 Msun, 871716462.268 Msun, 392005]
[2417, 4662211348.22 Msun, 4314962067.78 Msun, 347249280.438 Msun, 0]
[2418, 1857690653.4 Msun, 162384145.607 Msun, 1695306507.79 Msun, 728355]
[2419, 2407019940.77 Msun, 669346351.672 Msun, 1737673589.1 Msun, 236460]
[2420, 4649459338.05 Msun, 72476094.7231 Msun, 4576983243.33 Msun, 4378711]
[2421, 3015055291.05 Msun, 257499253.651 Msun, 2757556037.4 Msun, 3068142]
[2422, 156054872.678 Msun, 4648245.27222 Msun, 151406627.406 Msun, 471166]
[2423, 165476635.985 Msun, 86823.5440868 Msun, 165389812.441 Msun, 0]
[2424, 3829489802.22 Msun, 1717070935.19 Msun, 2112418867.03 Msun, 0]
[2425, 739844889.934 Msun, 82120211.14 Msun, 657724678.794 Msun, 6081763]
[2426, 9335509492.11 Msun, 284334196.378 Msun, 9051175295.73 Msun, 177581398]
[2427, 145727327.485 Msun, 455482.259508 Msun, 145271845.225 Msun, 51101]
[2428, 179119148.393 Msun, 954812.346314 Msun, 178164336.047 Msun, 0]
[2429, 366960614.825 Msun, 20887678.1753 Msun, 346072936.649 Msun, 0]
[2430, 373824331.711 Msun, 23750628.7147 Msun, 350073702.996 Msun, 135017]
[2431, 146163144.031 Msun, 247345.179072 Msun, 145915798.852 Msun, 526977]
[2432, 3273761627.9 Msun, 1047897149.77 Msun, 2225864478.13 Msun, 0]
[2433, 4460693863.75 Msun, 74494401.1142 Msun, 4386199462.64 Msun, 331359]
[2434, 4945580385.88 Msun, 4102499602.19 Msun, 843080783.689 Msun, 0]
[2435, 201011946.423 Msun, 7384290.64391 Msun, 193627655.779 Msun, 0]
[2436, 2273027020.34 Msun, 742326446.4 Msun, 1530700573.94 Msun, 0]
[2437, 1596446174.64 Msun, 111661142.566 Msun, 1484785032.08 Msun, 642542]
[2438, 8291260511.21 Msun, 140257941.123 Msun, 8151002570.09 Msun, 6034997]
[2439, 177958251.836 Msun, 466234.037913 Msun, 177492017.798 Msun, 0]
[2440, 482288395.674 Msun, 1282566.96459 Msun, 481005828.71 Msun, 299808]
[2441, 257101642.511 Msun, 123479860.818 Msun, 133621781.693 Msun, 0]
[2442, 2863705728.45 Msun, 85935933.8981 Msun, 2777769794.55 Msun, 3112348]
[2443, 184096155.786 Msun, 1897910.24348 Msun, 182198245.542 Msun, 0]
[2444, 1441758351.75 Msun, 43467354.7441 Msun, 1398290997.0 Msun, 210859]
[2445, 510944849.011 Msun, 103520033.737 Msun, 407424815.274 Msun, 0]
[2446, 1317715407.92 Msun, 311088106.273 Msun, 1006627301.64 Msun, 0]
[2447, 172624861.483 Msun, 1519867.05284 Msun, 171104994.43 Msun, 0]
[2448, 1352805363.81 Msun, 16339763.8805 Msun, 1336465599.93 Msun, 5443481]
[2449, 153387574.869 Msun, 99014.0439151 Msun, 153288560.825 Msun, 0]
[2450, 165764793.547 Msun, 374504.235477 Msun, 165390289.312 Msun, 0]
[2451, 1289200712.96 Msun, 79389108.9146 Msun, 1209811604.05 Msun, 648927]
[2452, 914498037.663 Msun, 538004076.24 Msun, 376493961.422 Msun, 0]
[2453, 161097058.755 Msun, 76838.0638268 Msun, 161020220.692 Msun, 0]
[2454, 3534477332.81 Msun, 122373706.867 Msun, 3412103625.94 Msun, 761674]
[2455, 183942037.272 Msun, 2584189.54105 Msun, 181357847.731 Msun, 0]
[2456, 143746164.583 Msun, 2055093.55741 Msun, 141691071.026 Msun, 0]
[2457, 1249030820.44 Msun, 509630.573979 Msun, 1248521189.87 Msun, 532117]
[2458, 1284877304.45 Msun, 49706941.2016 Msun, 1235170363.25 Msun, 1305303]
[2459, 1447631382.18 Msun, 695308825.964 Msun, 752322556.213 Msun, 0]
[2460, 1311521730.56 Msun, 18334385.0275 Msun, 1293187345.53 Msun, 3015317]
[2461, 5205387004.71 Msun, 38075168.809 Msun, 5167311835.91 Msun, 882240]
[2462, 1322545440.88 Msun, 88719953.0535 Msun, 1233825487.83 Msun, 126985]
[2463, 135852175.111 Msun, 1025882.36505 Msun, 134826292.746 Msun, 26482]
[2464, 590824225.899 Msun, 5403404.81145 Msun, 585420821.087 Msun, 0]
[2465, 2193513843.28 Msun, 17485681.426 Msun, 2176028161.85 Msun, 2759730]
[2466, 502597014.459 Msun, 31382388.3877 Msun, 471214626.071 Msun, 2274004]
[2467, 4273481268.68 Msun, 71524559.8193 Msun, 4201956708.86 Msun, 5850385]
[2468, 4476085469.23 Msun, 71378787.62 Msun, 4404706681.61 Msun, 6064474]
[2469, 463685253.569 Msun, 88531670.4966 Msun, 375153583.073 Msun, 0]
[2470, 1045513663.87 Msun, 58086443.0728 Msun, 987427220.793 Msun, 6514841]
[2471, 3042696113.33 Msun, 117786182.59 Msun, 2924909930.74 Msun, 7384820]
[2472, 4960169209.93 Msun, 98178839.4775 Msun, 4861990370.45 Msun, 4154812]
[2473, 983566319.839 Msun, 420503608.938 Msun, 563062710.901 Msun, 0]
[2474, 2164069912.46 Msun, 49673068.1746 Msun, 2114396844.29 Msun, 7687539]
[2475, 5615273375.32 Msun, 258881461.114 Msun, 5356391914.2 Msun, 6587452]
[2476, 1281367649.54 Msun, 192385725.021 Msun, 1088981924.52 Msun, 0]
[2477, 621167219.715 Msun, 32627951.1447 Msun, 588539268.57 Msun, 97060]
[2478, 156864121.102 Msun, 382048.593099 Msun, 156482072.509 Msun, 0]
[2479, 154332243.496 Msun, 1884080.48243 Msun, 152448163.014 Msun, 0]
[2480, 154227513.852 Msun, 434714.339491 Msun, 153792799.512 Msun, 0]
[2481, 156384422.519 Msun, 70429.5716846 Msun, 156313992.947 Msun, 0]
[2482, 2056080646.91 Msun, 75379944.4046 Msun, 1980700702.5 Msun, 52891]
[2483, 190076517.428 Msun, 6701714.94922 Msun, 183374802.479 Msun, 0]
[2484, 181210317.75 Msun, 525148.056765 Msun, 180685169.693 Msun, 0]
[2485, 2784705342.94 Msun, 790278194.674 Msun, 1994427148.26 Msun, 0]
[2486, 912147018.232 Msun, 742892347.737 Msun, 169254670.495 Msun, 0]
[2487, 214627152.084 Msun, 3170366.24181 Msun, 211456785.842 Msun, 180772]
[2488, 263538334.461 Msun, 16125218.7433 Msun, 247413115.718 Msun, 0]
[2489, 5976506981.38 Msun, 420817593.516 Msun, 5555689387.87 Msun, 6053983]
[2490, 1907559364.8 Msun, 115564870.794 Msun, 1791994494.01 Msun, 1113508]
[2491, 2882702297.22 Msun, 2484019617.55 Msun, 398682679.669 Msun, 0]
[2492, 4321841835.61 Msun, 4102499602.19 Msun, 219342233.422 Msun, 0]
[2493, 17313434558.7 Msun, 352183980.169 Msun, 16961250578.5 Msun, 1257062702]
[2494, 146790231.405 Msun, 729091.758485 Msun, 146061139.646 Msun, 0]
[2495, 1486721274.67 Msun, 690360616.517 Msun, 796360658.157 Msun, 0]
[2496, 1888360533.01 Msun, 107379827.474 Msun, 1780980705.53 Msun, 681973]
[2497, 201041451.809 Msun, 1026772.66232 Msun, 200014679.147 Msun, 0]
[2498, 208376077.1 Msun, 462101.32568 Msun, 207913975.774 Msun, 0]
[2499, 22072479676.0 Msun, 21769939134.0 Msun, 302540542.007 Msun, 0]
[2500, 968870576.642 Msun, 685658087.949 Msun, 283212488.693 Msun, 0]
[2501, 3567738855.21 Msun, 691743.920047 Msun, 3567047111.29 Msun, 3766429]
[2502, 221536135.491 Msun, 5385818.36246 Msun, 216150317.129 Msun, 0]
[2503, 2949107265.6 Msun, 261361829.578 Msun, 2687745436.02 Msun, 12930639]
[2504, 604364407.042 Msun, 4150425.71558 Msun, 600213981.326 Msun, 4038387]
[2505, 6096743993.43 Msun, 180235712.464 Msun, 5916508280.97 Msun, 2460779]
[2506, 336895710.107 Msun, 2585460.67542 Msun, 334310249.432 Msun, 0]
[2507, 152353578.709 Msun, 453450.390602 Msun, 151900128.318 Msun, 124281]
[2508, 1694996197.19 Msun, 261361829.578 Msun, 1433634367.61 Msun, 759203]
[2509, 566086997.571 Msun, 279628473.178 Msun, 286458524.393 Msun, 220460]
[2510, 162503456.306 Msun, 306678.678781 Msun, 162196777.628 Msun, 0]
[2511, 176952538.74 Msun, 973340.457614 Msun, 175979198.282 Msun, 0]
[2512, 730251515.465 Msun, 46563197.6058 Msun, 683688317.859 Msun, 447702]
[2513, 1483302797.36 Msun, 1207989886.1 Msun, 275312911.26 Msun, 0]
[2514, 929846799.01 Msun, 69929837.2498 Msun, 859916961.761 Msun, 189997]
[2515, 145660748.052 Msun, 271926.655359 Msun, 145388821.397 Msun, 0]
[2516, 198945454.339 Msun, 1788127.75097 Msun, 197157326.588 Msun, 0]
[2517, 1211836524.49 Msun, 481702863.295 Msun, 730133661.191 Msun, 0]
[2518, 921685862.173 Msun, 67692041.0637 Msun, 853993821.11 Msun, 1830416]
[2519, 616740736.926 Msun, 15017273.1485 Msun, 601723463.777 Msun, 0]
[2520, 444918004.928 Msun, 25493057.3552 Msun, 419424947.573 Msun, 70484]
[2521, 2782021836.33 Msun, 2484019617.55 Msun, 298002218.777 Msun, 0]
[2522, 2760003464.82 Msun, 2484019617.55 Msun, 275983847.266 Msun, 0]
[2523, 150341133.439 Msun, 5794129.04417 Msun, 144547004.394 Msun, 0]
[2524, 284558991.046 Msun, 14792830.3902 Msun, 269766160.656 Msun, 0]
[2525, 151820605.157 Msun, 548999.079767 Msun, 151271606.078 Msun, 0]
[2526, 140252250.196 Msun, 1331008.68247 Msun, 138921241.514 Msun, 87521]
[2527, 141777970.031 Msun, 3280410.68889 Msun, 138497559.342 Msun, 0]
