halo, total_mass, baryon_mass, particle_mass, star_mass 
[858, 2956617432.28 Msun, 24320426.8828 Msun, 2932297005.39 Msun, 204975]
[859, 10016480572.3 Msun, 410636009.159 Msun, 9605844563.13 Msun, 0]
[860, 2907253982.69 Msun, 139908647.276 Msun, 2767345335.41 Msun, 68558]
[861, 2355271432.77 Msun, 160387224.533 Msun, 2194884208.24 Msun, 5894686]
[862, 15434867861.9 Msun, 7058642929.67 Msun, 8376224932.26 Msun, 0]
[863, 8478976101.75 Msun, 892919690.681 Msun, 7586056411.07 Msun, 0]
[864, 1791388864.25 Msun, 30885301.6624 Msun, 1760503562.59 Msun, 0]
[865, 10603618428.1 Msun, 6465524101.7 Msun, 4138094326.39 Msun, 0]
[866, 2557029099.62 Msun, 140664620.522 Msun, 2416364479.09 Msun, 4191161]
[867, 15233483563.9 Msun, 1848431842.37 Msun, 13385051721.5 Msun, 315216831]
[868, 3722404809.34 Msun, 44848498.0693 Msun, 3677556311.27 Msun, 0]
[869, 6274858308.39 Msun, 3073697365.15 Msun, 3201160943.24 Msun, 0]
[870, 5167906830.54 Msun, 29787099.8738 Msun, 5138119730.67 Msun, 0]
[871, 5929574657.66 Msun, 613987530.685 Msun, 5315587126.97 Msun, 0]
[872, 20706147219.7 Msun, 2930370753.03 Msun, 17775776466.7 Msun, 21445389]
[873, 12244378301.4 Msun, 10387718449.9 Msun, 1856659851.46 Msun, 0]
[874, 15975248638.3 Msun, 345095538.356 Msun, 15630153099.9 Msun, 210225452]
[875, 2687317463.51 Msun, 132309907.03 Msun, 2555007556.48 Msun, 40435958]
[876, 28526509873.4 Msun, 1074226790.77 Msun, 27452283082.7 Msun, 0]
[877, 4760302694.47 Msun, 260694460.964 Msun, 4499608233.51 Msun, 0]
[878, 2410471602.34 Msun, 155383002.008 Msun, 2255088600.33 Msun, 139278]
[879, 5195259903.97 Msun, 208291111.605 Msun, 4986968792.37 Msun, 0]
[880, 14932798512.4 Msun, 702173844.998 Msun, 14230624667.4 Msun, 0]
[881, 2328086236.57 Msun, 82415153.2833 Msun, 2245671083.28 Msun, 0]
[882, 2230050615.94 Msun, 78023756.6141 Msun, 2152026859.33 Msun, 10946755]
[883, 18849537560.5 Msun, 6938978578.84 Msun, 11910558981.7 Msun, 0]
[884, 3183447986.11 Msun, 185830597.096 Msun, 2997617389.01 Msun, 408992]
[885, 4873373612.1 Msun, 534363250.538 Msun, 4339010361.56 Msun, 0]
[886, 3071035491.03 Msun, 14783762.0754 Msun, 3056251728.96 Msun, 0]
[887, 6475918107.38 Msun, 304129074.733 Msun, 6171789032.65 Msun, 302035867]
[888, 8077070521.4 Msun, 5574982667.79 Msun, 2502087853.61 Msun, 0]
[889, 3052069837.38 Msun, 236036897.058 Msun, 2816032940.32 Msun, 42008045]
[890, 16926409515.6 Msun, 3077542184.56 Msun, 13848867331.1 Msun, 0]
[891, 1817869028.3 Msun, 60945950.8381 Msun, 1756923077.46 Msun, 342748367]
[892, 10057538275.8 Msun, 7058642929.67 Msun, 2998895346.12 Msun, 0]
[893, 11094604902.3 Msun, 9194421678.02 Msun, 1900183224.32 Msun, 0]
[894, 2707953324.02 Msun, 327592155.068 Msun, 2380361168.95 Msun, 275886060]
[895, 4998788252.28 Msun, 3420475552.82 Msun, 1578312699.46 Msun, 0]
[896, 6131832207.6 Msun, 3993957385.0 Msun, 2137874822.6 Msun, 0]
[897, 16355298358.0 Msun, 1194994202.95 Msun, 15160304155.1 Msun, 0]
[898, 2371447490.4 Msun, 67407852.8194 Msun, 2304039637.58 Msun, 0]
[899, 6416367885.4 Msun, 1094370339.17 Msun, 5321997546.23 Msun, 0]
[900, 8644190449.88 Msun, 4648137518.62 Msun, 3996052931.25 Msun, 0]
[901, 1620894836.8 Msun, 32966508.4524 Msun, 1587928328.35 Msun, 0]
[902, 3736887571.58 Msun, 2073552469.33 Msun, 1663335102.25 Msun, 0]
[903, 9737005091.35 Msun, 2270890998.51 Msun, 7466114092.85 Msun, 0]
[904, 1575509451.2 Msun, 96606362.4402 Msun, 1478903088.76 Msun, 2819683]
[905, 1775018286.76 Msun, 93188234.5513 Msun, 1681830052.21 Msun, 4999292]
[906, 1899086119.96 Msun, 48814676.586 Msun, 1850271443.37 Msun, 38484242]
[907, 3323359038.78 Msun, 219188192.853 Msun, 3104170845.92 Msun, 8950445]
[908, 8117725317.87 Msun, 6465524101.7 Msun, 1652201216.17 Msun, 0]
[909, 19075637266.1 Msun, 17302312865.0 Msun, 1773324401.1 Msun, 0]
[910, 7425083691.44 Msun, 3900533966.15 Msun, 3524549725.29 Msun, 0]
[911, 2240977730.75 Msun, 74625700.7715 Msun, 2166352029.98 Msun, 136405]
[912, 6417750624.37 Msun, 4648137518.62 Msun, 1769613105.74 Msun, 0]
[913, 2515914661.49 Msun, 90901117.6586 Msun, 2425013543.83 Msun, 7441948]
[914, 6494599127.73 Msun, 910111782.4 Msun, 5584487345.33 Msun, 0]
[915, 6604968899.58 Msun, 589802597.247 Msun, 6015166302.33 Msun, 0]
[916, 2708383606.45 Msun, 56171945.3935 Msun, 2652211661.06 Msun, 828509]
[917, 2502420508.46 Msun, 100368934.327 Msun, 2402051574.13 Msun, 0]
[918, 9145470412.1 Msun, 1191488838.55 Msun, 7953981573.55 Msun, 1100560572]
[919, 11062119398.1 Msun, 3993957385.0 Msun, 7068162013.11 Msun, 0]
[920, 4201231503.03 Msun, 2692589939.19 Msun, 1508641563.84 Msun, 0]
[921, 2131771644.82 Msun, 475521742.799 Msun, 1656249902.02 Msun, 0]
[922, 2168680559.76 Msun, 51217861.6378 Msun, 2117462698.12 Msun, 0]
[923, 2081837244.62 Msun, 247462153.496 Msun, 1834375091.12 Msun, 489096]
[924, 12762697200.5 Msun, 1453874152.86 Msun, 11308823047.6 Msun, 0]
[925, 4258925276.35 Msun, 2692589939.19 Msun, 1566335337.16 Msun, 0]
[926, 4197328367.36 Msun, 275501343.31 Msun, 3921827024.05 Msun, 0]
[927, 13196530149.2 Msun, 871655649.189 Msun, 12324874500.1 Msun, 0]
[928, 4610157324.41 Msun, 321418145.446 Msun, 4288739178.96 Msun, 0]
[929, 4260443533.55 Msun, 2692589939.19 Msun, 1567853594.35 Msun, 0]
[930, 1672482011.17 Msun, 206520343.97 Msun, 1465961667.2 Msun, 0]
[931, 3430584522.18 Msun, 1452632790.54 Msun, 1977951731.63 Msun, 0]
[932, 7923219701.96 Msun, 6465524101.7 Msun, 1457695600.26 Msun, 0]
[933, 2343874172.82 Msun, 639208735.875 Msun, 1704665436.94 Msun, 0]
[934, 3326920531.85 Msun, 1667971505.94 Msun, 1658949025.92 Msun, 0]
[935, 6822188830.36 Msun, 5394689678.71 Msun, 1427499151.65 Msun, 0]
[936, 1973920107.38 Msun, 235009535.975 Msun, 1738910571.4 Msun, 0]
